,Delta_18O,Delta_D,Latitude,Longitude,TIMESTAMP
2627,-11.55,-83.45,32.054N,-64.430E,201209130700
2628,-11.67,-84.41,32.054N,-64.430E,201209130715
2629,-11.62,-84.06,32.054N,-64.430E,201209130730
2630,-11.57,-83.51,32.054N,-64.430E,201209130745
2631,-12.18,-86.52,32.054N,-64.430E,201209130800
2632,-12.38,-88.5,32.054N,-64.430E,201209130815
2633,-11.68,-83.26,32.054N,-64.430E,201209130830
2634,-11.38,-81.58,32.054N,-64.430E,201209130845
2635,-11.29,-81.03,32.054N,-64.430E,201209130900
2636,-11.39,-81.56,32.054N,-64.430E,201209130915
2641,-11.7,-83.57,32.054N,-64.430E,201209131030
2642,-11.66,-83.0,32.054N,-64.430E,201209131045
2643,-11.37,-81.67,32.054N,-64.430E,201209131100
2644,-12.64,-88.39,32.054N,-64.430E,201209131115
2645,-12.9,-90.17,32.054N,-64.430E,201209131130
2646,-12.49,-87.58,32.054N,-64.430E,201209131145
2647,-12.27,-86.53,32.054N,-64.430E,201209131200
2648,-12.78,-90.63,32.054N,-64.430E,201209131215
2649,-13.47,-95.08,32.054N,-64.430E,201209131230
2650,-13.9,-98.39,32.054N,-64.430E,201209131245
2651,-13.82,-99.68,32.054N,-64.430E,201209131300
2652,-13.05,-91.54,32.054N,-64.430E,201209131315
2653,-13.29,-92.49,32.054N,-64.430E,201209131330
2654,-13.6,-94.78,32.054N,-64.430E,201209131345
2655,-13.91,-97.68,32.054N,-64.430E,201209131400
2656,-12.85,-92.35,32.054N,-64.430E,201209131415
2657,-12.82,-92.33,32.054N,-64.430E,201209131430
2658,-11.89,-85.69,32.054N,-64.430E,201209131445
2659,-10.64,-77.92,32.054N,-64.430E,201209131500
2660,-12.1,-86.74,32.054N,-64.430E,201209131515
2661,-10.83,-79.08,32.054N,-64.430E,201209131530
