,Delta_18O,Delta_D,Latitude,Longitude,TIMESTAMP
1511,-12.47,-88.28,32.054N,-64.430E,201209011600
1512,-12.31,-87.08,32.054N,-64.430E,201209011615
1513,-12.23,-86.31,32.054N,-64.430E,201209011630
1514,-12.07,-85.2,32.054N,-64.430E,201209011645
1515,-12.01,-84.7,32.054N,-64.430E,201209011700
1516,-12.05,-85.14,32.054N,-64.430E,201209011715
1517,-12.06,-85.25,32.054N,-64.430E,201209011730
1518,-11.99,-84.6,32.054N,-64.430E,201209011745
1519,-11.9,-83.98,32.054N,-64.430E,201209011800
1520,-11.92,-84.06,32.054N,-64.430E,201209011815
1521,-11.99,-84.77,32.054N,-64.430E,201209011830
1522,-11.86,-83.33,32.054N,-64.430E,201209011845
1523,-11.88,-83.8,32.054N,-64.430E,201209011900
1524,-11.98,-84.31,32.054N,-64.430E,201209011915
1525,-11.9,-84.01,32.054N,-64.430E,201209011930
1526,-11.92,-83.91,32.054N,-64.430E,201209011945
1527,-11.99,-84.35,32.054N,-64.430E,201209012000
1528,-12.07,-84.8,32.054N,-64.430E,201209012015
1529,-11.81,-82.83,32.054N,-64.430E,201209012030
1530,-11.91,-83.87,32.054N,-64.430E,201209012045
1531,-11.91,-84.05,32.054N,-64.430E,201209012100
1532,-11.97,-84.26,32.054N,-64.430E,201209012115
1537,-12.81,-90.97,32.054N,-64.430E,201209012230
1538,-12.63,-89.46,32.054N,-64.430E,201209012245
1539,-12.48,-88.63,32.054N,-64.430E,201209012300
1540,-12.38,-87.77,32.054N,-64.430E,201209012315
1541,-12.53,-88.62,32.054N,-64.430E,201209012330
1542,-12.27,-86.44,32.054N,-64.430E,201209012345
1543,-12.49,-87.63,32.054N,-64.430E,201209020000
1544,-12.53,-87.86,32.054N,-64.430E,201209020015
1545,-12.81,-90.1,32.054N,-64.430E,201209020030
1546,-12.51,-87.82,32.054N,-64.430E,201209020045
1547,-12.42,-87.21,32.054N,-64.430E,201209020100
1548,-12.43,-87.11,32.054N,-64.430E,201209020115
1549,-12.43,-87.18,32.054N,-64.430E,201209020130
1550,-12.47,-87.55,32.054N,-64.430E,201209020145
1551,-12.74,-89.67,32.054N,-64.430E,201209020200
1552,-12.91,-90.82,32.054N,-64.430E,201209020215
1553,-12.53,-88.17,32.054N,-64.430E,201209020230
1554,-12.51,-88.04,32.054N,-64.430E,201209020245
1555,-12.36,-87.11,32.054N,-64.430E,201209020300
1556,-12.22,-85.81,32.054N,-64.430E,201209020315
1557,-12.28,-86.33,32.054N,-64.430E,201209020330
1558,-12.4,-87.11,32.054N,-64.430E,201209020345
1559,-12.35,-86.87,32.054N,-64.430E,201209020400
1560,-12.48,-87.82,32.054N,-64.430E,201209020415
1561,-12.41,-87.5,32.054N,-64.430E,201209020430
1562,-12.2,-85.89,32.054N,-64.430E,201209020445
1563,-12.29,-86.25,32.054N,-64.430E,201209020500
1564,-12.26,-85.83,32.054N,-64.430E,201209020515
1565,-12.35,-86.41,32.054N,-64.430E,201209020530
1566,-12.5,-87.53,32.054N,-64.430E,201209020545
1567,-12.49,-87.45,32.054N,-64.430E,201209020600
1568,-12.29,-85.79,32.054N,-64.430E,201209020615
1569,-12.34,-86.12,32.054N,-64.430E,201209020630
1570,-12.45,-87.13,32.054N,-64.430E,201209020645
1571,-12.47,-87.46,32.054N,-64.430E,201209020700
1572,-12.5,-87.64,32.054N,-64.430E,201209020715
1573,-12.45,-87.47,32.054N,-64.430E,201209020730
1574,-12.31,-86.58,32.054N,-64.430E,201209020745
1575,-12.22,-85.84,32.054N,-64.430E,201209020800
1576,-12.17,-85.42,32.054N,-64.430E,201209020815
1577,-12.12,-85.26,32.054N,-64.430E,201209020830
1578,-12.06,-84.84,32.054N,-64.430E,201209020845
1579,-11.9,-83.99,32.054N,-64.430E,201209020900
1584,-11.61,-83.0,32.054N,-64.430E,201209021015
1585,-11.59,-82.73,32.054N,-64.430E,201209021030
1586,-11.6,-82.5,32.054N,-64.430E,201209021045
1587,-11.48,-81.5,32.054N,-64.430E,201209021100
1588,-11.44,-81.23,32.054N,-64.430E,201209021115
1589,-11.3,-80.2,32.054N,-64.430E,201209021130
1590,-11.31,-80.13,32.054N,-64.430E,201209021145
1591,-11.23,-79.86,32.054N,-64.430E,201209021200
1592,-11.07,-78.91,32.054N,-64.430E,201209021215
1593,-10.95,-78.38,32.054N,-64.430E,201209021230
1594,-10.68,-76.9,32.054N,-64.430E,201209021245
1595,-10.53,-76.19,32.054N,-64.430E,201209021300
1596,-10.53,-75.97,32.054N,-64.430E,201209021315
1597,-10.59,-76.42,32.054N,-64.430E,201209021330
1598,-10.55,-76.07,32.054N,-64.430E,201209021345
1599,-10.4,-75.13,32.054N,-64.430E,201209021400
1600,-10.45,-75.3,32.054N,-64.430E,201209021415
1601,-10.59,-76.21,32.054N,-64.430E,201209021430
1602,-10.67,-76.77,32.054N,-64.430E,201209021445
1603,-10.63,-76.48,32.054N,-64.430E,201209021500
1604,-10.52,-75.89,32.054N,-64.430E,201209021515
1605,-10.49,-75.53,32.054N,-64.430E,201209021530
1606,-10.35,-74.51,32.054N,-64.430E,201209021545
1607,-10.37,-74.87,32.054N,-64.430E,201209021600
1608,-10.31,-74.16,32.054N,-64.430E,201209021615
1609,-10.34,-74.26,32.054N,-64.430E,201209021630
1610,-10.32,-74.15,32.054N,-64.430E,201209021645
1611,-10.39,-74.63,32.054N,-64.430E,201209021700
1612,-10.39,-74.77,32.054N,-64.430E,201209021715
1613,-10.41,-74.83,32.054N,-64.430E,201209021730
1614,-10.49,-75.27,32.054N,-64.430E,201209021745
1615,-10.53,-75.42,32.054N,-64.430E,201209021800
1616,-10.47,-75.01,32.054N,-64.430E,201209021815
1617,-10.6,-76.17,32.054N,-64.430E,201209021830
1618,-10.54,-75.48,32.054N,-64.430E,201209021845
1619,-10.49,-75.35,32.054N,-64.430E,201209021900
1620,-10.45,-74.89,32.054N,-64.430E,201209021915
1621,-10.44,-74.81,32.054N,-64.430E,201209021930
1622,-10.44,-74.79,32.054N,-64.430E,201209021945
1623,-10.54,-75.41,32.054N,-64.430E,201209022000
1624,-10.47,-74.88,32.054N,-64.430E,201209022015
1625,-10.4,-74.53,32.054N,-64.430E,201209022030
1626,-10.42,-74.53,32.054N,-64.430E,201209022045
1627,-10.5,-75.19,32.054N,-64.430E,201209022100
1628,-10.35,-73.99,32.054N,-64.430E,201209022115
1633,-10.49,-75.3,32.054N,-64.430E,201209022230
1634,-10.44,-74.69,32.054N,-64.430E,201209022245
1635,-10.48,-74.74,32.054N,-64.430E,201209022300
1636,-10.35,-73.92,32.054N,-64.430E,201209022315
1637,-10.38,-73.84,32.054N,-64.430E,201209022330
1638,-10.55,-75.13,32.054N,-64.430E,201209022345
1639,-10.55,-75.28,32.054N,-64.430E,201209030000
1640,-10.49,-74.89,32.054N,-64.430E,201209030015
1641,-10.48,-74.8,32.054N,-64.430E,201209030030
1642,-10.41,-74.38,32.054N,-64.430E,201209030045
1643,-10.33,-74.01,32.054N,-64.430E,201209030100
1644,-10.35,-73.82,32.054N,-64.430E,201209030115
1645,-10.35,-74.03,32.054N,-64.430E,201209030130
1646,-10.41,-74.41,32.054N,-64.430E,201209030145
1647,-10.52,-75.14,32.054N,-64.430E,201209030200
1648,-10.38,-74.31,32.054N,-64.430E,201209030215
1649,-10.41,-74.63,32.054N,-64.430E,201209030230
1650,-10.4,-74.44,32.054N,-64.430E,201209030245
1651,-10.36,-74.29,32.054N,-64.430E,201209030300
1652,-10.37,-74.22,32.054N,-64.430E,201209030315
1653,-10.37,-74.31,32.054N,-64.430E,201209030330
1654,-10.37,-74.4,32.054N,-64.430E,201209030345
1655,-10.39,-74.49,32.054N,-64.430E,201209030400
1656,-10.37,-74.65,32.054N,-64.430E,201209030415
1657,-10.29,-74.03,32.054N,-64.430E,201209030430
1658,-10.19,-73.54,32.054N,-64.430E,201209030445
1659,-10.14,-73.26,32.054N,-64.430E,201209030500
1660,-10.15,-73.14,32.054N,-64.430E,201209030515
1661,-10.12,-72.9,32.054N,-64.430E,201209030530
1662,-10.21,-73.62,32.054N,-64.430E,201209030545
1663,-10.16,-73.43,32.054N,-64.430E,201209030600
1664,-10.19,-73.54,32.054N,-64.430E,201209030615
1665,-10.05,-72.79,32.054N,-64.430E,201209030630
1666,-9.94,-71.85,32.054N,-64.430E,201209030645
1667,-10.07,-72.44,32.054N,-64.430E,201209030700
1668,-10.13,-73.25,32.054N,-64.430E,201209030715
1669,-10.2,-73.76,32.054N,-64.430E,201209030730
1670,-10.17,-73.48,32.054N,-64.430E,201209030745
1671,-10.17,-73.32,32.054N,-64.430E,201209030800
1672,-10.3,-74.23,32.054N,-64.430E,201209030815
1673,-10.31,-74.21,32.054N,-64.430E,201209030830
1674,-10.32,-74.48,32.054N,-64.430E,201209030845
1675,-10.2,-73.46,32.054N,-64.430E,201209030900
1676,-10.18,-73.31,32.054N,-64.430E,201209030915
1681,-10.29,-74.27,32.054N,-64.430E,201209031030
1682,-10.26,-73.85,32.054N,-64.430E,201209031045
1683,-10.23,-73.6,32.054N,-64.430E,201209031100
1684,-10.36,-74.33,32.054N,-64.430E,201209031115
1685,-10.31,-74.14,32.054N,-64.430E,201209031130
1686,-10.32,-74.17,32.054N,-64.430E,201209031145
1687,-10.29,-73.96,32.054N,-64.430E,201209031200
1688,-10.28,-73.77,32.054N,-64.430E,201209031215
1689,-10.2,-73.28,32.054N,-64.430E,201209031230
1690,-10.29,-73.74,32.054N,-64.430E,201209031245
1691,-10.19,-72.95,32.054N,-64.430E,201209031300
1692,-10.5,-75.15,32.054N,-64.430E,201209031315
1693,-10.41,-74.52,32.054N,-64.430E,201209031330
1694,-10.42,-74.49,32.054N,-64.430E,201209031345
1695,-10.39,-74.25,32.054N,-64.430E,201209031400
1696,-10.25,-73.41,32.054N,-64.430E,201209031415
1697,-10.33,-73.99,32.054N,-64.430E,201209031430
1698,-10.51,-75.21,32.054N,-64.430E,201209031445
1699,-10.41,-74.49,32.054N,-64.430E,201209031500
1700,-10.32,-73.68,32.054N,-64.430E,201209031515
1701,-10.27,-73.19,32.054N,-64.430E,201209031530
1702,-10.34,-73.59,32.054N,-64.430E,201209031545
1703,-10.31,-73.43,32.054N,-64.430E,201209031600
1704,-10.29,-73.55,32.054N,-64.430E,201209031615
1705,-10.39,-74.04,32.054N,-64.430E,201209031630
1706,-10.38,-73.54,32.054N,-64.430E,201209031645
1707,-10.34,-73.4,32.054N,-64.430E,201209031700
1708,-10.36,-73.53,32.054N,-64.430E,201209031715
1709,-10.34,-73.53,32.054N,-64.430E,201209031730
1710,-10.26,-72.89,32.054N,-64.430E,201209031745
1711,-10.2,-72.49,32.054N,-64.430E,201209031800
1712,-10.14,-72.29,32.054N,-64.430E,201209031815
1713,-10.2,-72.44,32.054N,-64.430E,201209031830
1714,-10.22,-72.67,32.054N,-64.430E,201209031845
1715,-10.28,-73.13,32.054N,-64.430E,201209031900
1716,-10.35,-73.5,32.054N,-64.430E,201209031915
1717,-10.29,-73.29,32.054N,-64.430E,201209031930
1718,-10.3,-73.35,32.054N,-64.430E,201209031945
1719,-10.32,-73.4,32.054N,-64.430E,201209032000
1720,-10.29,-73.02,32.054N,-64.430E,201209032015
1721,-10.23,-72.89,32.054N,-64.430E,201209032030
1722,-10.21,-72.45,32.054N,-64.430E,201209032045
1723,-10.31,-73.27,32.054N,-64.430E,201209032100
1724,-10.51,-74.76,32.054N,-64.430E,201209032115
1729,-10.2,-72.97,32.054N,-64.430E,201209032230
1730,-10.2,-72.45,32.054N,-64.430E,201209032245
1731,-10.11,-72.08,32.054N,-64.430E,201209032300
1732,-10.22,-73.02,32.054N,-64.430E,201209032315
1733,-10.21,-72.59,32.054N,-64.430E,201209032330
1734,-10.23,-72.64,32.054N,-64.430E,201209032345
1735,-10.19,-72.39,32.054N,-64.430E,201209040000
1736,-10.2,-72.32,32.054N,-64.430E,201209040015
1737,-10.08,-71.44,32.054N,-64.430E,201209040030
1738,-9.99,-70.95,32.054N,-64.430E,201209040045
1739,-10.04,-71.33,32.054N,-64.430E,201209040100
1740,-10.08,-71.73,32.054N,-64.430E,201209040115
1741,-10.12,-71.94,32.054N,-64.430E,201209040130
1742,-10.18,-72.5,32.054N,-64.430E,201209040145
1743,-10.24,-72.79,32.054N,-64.430E,201209040200
1744,-10.15,-72.05,32.054N,-64.430E,201209040215
1745,-10.14,-71.98,32.054N,-64.430E,201209040230
1746,-10.21,-72.41,32.054N,-64.430E,201209040245
1747,-10.17,-71.98,32.054N,-64.430E,201209040300
1748,-10.13,-71.59,32.054N,-64.430E,201209040315
1749,-10.04,-70.85,32.054N,-64.430E,201209040330
1750,-10.1,-71.34,32.054N,-64.430E,201209040345
1751,-10.14,-71.53,32.054N,-64.430E,201209040400
1752,-10.19,-71.89,32.054N,-64.430E,201209040415
1753,-10.22,-72.04,32.054N,-64.430E,201209040430
1754,-10.22,-72.07,32.054N,-64.430E,201209040445
1755,-10.29,-72.32,32.054N,-64.430E,201209040500
1756,-10.23,-72.04,32.054N,-64.430E,201209040515
1757,-10.16,-71.47,32.054N,-64.430E,201209040530
1758,-10.2,-71.65,32.054N,-64.430E,201209040545
1759,-10.2,-71.82,32.054N,-64.430E,201209040600
1760,-10.19,-71.9,32.054N,-64.430E,201209040615
1761,-10.2,-71.87,32.054N,-64.430E,201209040630
1762,-10.22,-72.17,32.054N,-64.430E,201209040645
1763,-10.24,-72.24,32.054N,-64.430E,201209040700
1764,-10.3,-72.47,32.054N,-64.430E,201209040715
1765,-10.35,-72.87,32.054N,-64.430E,201209040730
1766,-10.42,-73.39,32.054N,-64.430E,201209040745
1767,-10.34,-72.68,32.054N,-64.430E,201209040800
1768,-10.35,-72.82,32.054N,-64.430E,201209040815
1769,-10.3,-72.45,32.054N,-64.430E,201209040830
1770,-10.23,-72.11,32.054N,-64.430E,201209040845
1771,-10.48,-74.0,32.054N,-64.430E,201209040900
1776,-10.22,-72.91,32.054N,-64.430E,201209041015
1777,-10.29,-72.88,32.054N,-64.430E,201209041030
1778,-10.21,-72.0,32.054N,-64.430E,201209041045
1779,-10.32,-72.88,32.054N,-64.430E,201209041100
1780,-10.46,-73.73,32.054N,-64.430E,201209041115
1781,-10.49,-73.99,32.054N,-64.430E,201209041130
1782,-10.44,-73.6,32.054N,-64.430E,201209041145
1783,-10.41,-73.43,32.054N,-64.430E,201209041200
1784,-10.26,-72.32,32.054N,-64.430E,201209041215
1785,-10.2,-72.04,32.054N,-64.430E,201209041230
1786,-10.2,-71.47,32.054N,-64.430E,201209041245
1787,-10.43,-72.39,32.054N,-64.430E,201209041300
1788,-10.44,-72.49,32.054N,-64.430E,201209041315
1789,-10.48,-72.55,32.054N,-64.430E,201209041330
1790,-10.46,-72.23,32.054N,-64.430E,201209041345
1791,-10.52,-72.54,32.054N,-64.430E,201209041400
1792,-10.64,-73.09,32.054N,-64.430E,201209041415
1793,-10.47,-71.99,32.054N,-64.430E,201209041430
1794,-10.46,-71.75,32.054N,-64.430E,201209041445
1795,-10.48,-71.77,32.054N,-64.430E,201209041500
1796,-10.39,-71.13,32.054N,-64.430E,201209041515
1797,-10.45,-71.65,32.054N,-64.430E,201209041530
1798,-10.38,-71.28,32.054N,-64.430E,201209041545
1799,-10.52,-71.75,32.054N,-64.430E,201209041600
1800,-10.56,-71.98,32.054N,-64.430E,201209041615
1801,-10.58,-72.17,32.054N,-64.430E,201209041630
1802,-10.61,-72.19,32.054N,-64.430E,201209041645
1803,-10.6,-71.98,32.054N,-64.430E,201209041700
1804,-10.57,-71.95,32.054N,-64.430E,201209041715
1805,-10.62,-72.06,32.054N,-64.430E,201209041730
1806,-10.72,-72.61,32.054N,-64.430E,201209041745
1807,-10.75,-72.84,32.054N,-64.430E,201209041800
1808,-10.74,-72.68,32.054N,-64.430E,201209041815
1809,-10.74,-72.67,32.054N,-64.430E,201209041830
1810,-10.79,-73.03,32.054N,-64.430E,201209041845
1811,-10.76,-72.82,32.054N,-64.430E,201209041900
1812,-10.75,-72.75,32.054N,-64.430E,201209041915
1813,-10.72,-72.68,32.054N,-64.430E,201209041930
1814,-10.75,-72.9,32.054N,-64.430E,201209041945
1815,-10.74,-72.93,32.054N,-64.430E,201209042000
1816,-10.69,-72.59,32.054N,-64.430E,201209042015
1817,-10.67,-72.25,32.054N,-64.430E,201209042030
1818,-10.61,-71.91,32.054N,-64.430E,201209042045
1819,-10.57,-71.59,32.054N,-64.430E,201209042100
1820,-10.57,-71.72,32.054N,-64.430E,201209042115
1829,-10.55,-71.63,32.054N,-64.430E,201209042330
1830,-10.51,-71.5,32.054N,-64.430E,201209042345
1831,-10.49,-71.16,32.054N,-64.430E,201209050000
1874,-10.98,-74.14,32.054N,-64.430E,201209051045
1875,-10.99,-74.0,32.054N,-64.430E,201209051100
1876,-10.95,-73.67,32.054N,-64.430E,201209051115
1877,-10.88,-72.97,32.054N,-64.430E,201209051130
1878,-10.89,-72.8,32.054N,-64.430E,201209051145
1879,-10.9,-72.87,32.054N,-64.430E,201209051200
1880,-10.83,-72.49,32.054N,-64.430E,201209051215
1881,-11.04,-73.81,32.054N,-64.430E,201209051230
1882,-10.88,-72.75,32.054N,-64.430E,201209051245
1883,-10.86,-72.49,32.054N,-64.430E,201209051300
1884,-10.94,-72.97,32.054N,-64.430E,201209051315
1885,-11.14,-74.31,32.054N,-64.430E,201209051330
1886,-11.06,-73.55,32.054N,-64.430E,201209051345
1887,-11.1,-73.92,32.054N,-64.430E,201209051400
1888,-11.12,-73.97,32.054N,-64.430E,201209051415
1889,-11.06,-73.59,32.054N,-64.430E,201209051430
1890,-10.99,-73.12,32.054N,-64.430E,201209051445
1891,-11.02,-73.23,32.054N,-64.430E,201209051500
1892,-10.95,-72.7,32.054N,-64.430E,201209051515
1893,-11.08,-73.76,32.054N,-64.430E,201209051530
1894,-11.13,-74.01,32.054N,-64.430E,201209051545
1895,-11.07,-73.58,32.054N,-64.430E,201209051600
1896,-10.96,-72.66,32.054N,-64.430E,201209051615
1897,-11.0,-73.05,32.054N,-64.430E,201209051630
1898,-11.15,-74.06,32.054N,-64.430E,201209051645
1899,-11.13,-73.75,32.054N,-64.430E,201209051700
1900,-11.07,-73.27,32.054N,-64.430E,201209051715
1901,-11.01,-72.96,32.054N,-64.430E,201209051730
1902,-11.06,-73.23,32.054N,-64.430E,201209051745
1903,-11.07,-73.25,32.054N,-64.430E,201209051800
1904,-10.99,-72.76,32.054N,-64.430E,201209051815
1905,-10.91,-72.16,32.054N,-64.430E,201209051830
1906,-10.89,-71.88,32.054N,-64.430E,201209051845
1907,-10.82,-71.57,32.054N,-64.430E,201209051900
1908,-10.76,-71.08,32.054N,-64.430E,201209051915
1909,-10.96,-72.16,32.054N,-64.430E,201209051930
1910,-11.06,-72.78,32.054N,-64.430E,201209051945
1911,-11.13,-73.09,32.054N,-64.430E,201209052000
1912,-11.14,-73.13,32.054N,-64.430E,201209052015
1913,-11.14,-73.12,32.054N,-64.430E,201209052030
1914,-11.1,-72.91,32.054N,-64.430E,201209052045
1915,-11.27,-74.1,32.054N,-64.430E,201209052100
1916,-11.23,-73.95,32.054N,-64.430E,201209052115
1921,-11.03,-73.54,32.054N,-64.430E,201209052230
1922,-11.03,-72.96,32.054N,-64.430E,201209052245
1923,-11.04,-72.93,32.054N,-64.430E,201209052300
1924,-11.13,-73.52,32.054N,-64.430E,201209052315
1925,-11.09,-73.25,32.054N,-64.430E,201209052330
1926,-11.09,-73.21,32.054N,-64.430E,201209052345
1927,-11.06,-73.13,32.054N,-64.430E,201209060000
1928,-11.08,-73.4,32.054N,-64.430E,201209060015
1929,-11.05,-73.17,32.054N,-64.430E,201209060030
1930,-11.0,-73.04,32.054N,-64.430E,201209060045
1931,-10.92,-72.31,32.054N,-64.430E,201209060100
1932,-10.98,-72.46,32.054N,-64.430E,201209060115
1933,-10.97,-72.25,32.054N,-64.430E,201209060130
1934,-11.07,-72.74,32.054N,-64.430E,201209060145
1935,-11.06,-72.61,32.054N,-64.430E,201209060200
1936,-11.06,-72.61,32.054N,-64.430E,201209060215
1937,-11.04,-72.42,32.054N,-64.430E,201209060230
1938,-11.0,-72.25,32.054N,-64.430E,201209060245
1939,-11.07,-72.84,32.054N,-64.430E,201209060300
1940,-10.97,-72.59,32.054N,-64.430E,201209060315
1941,-10.88,-71.91,32.054N,-64.430E,201209060330
1942,-11.04,-72.69,32.054N,-64.430E,201209060345
1943,-11.03,-72.53,32.054N,-64.430E,201209060400
1944,-11.02,-72.57,32.054N,-64.430E,201209060415
1945,-11.02,-72.47,32.054N,-64.430E,201209060430
1946,-11.01,-72.42,32.054N,-64.430E,201209060445
1947,-11.0,-72.48,32.054N,-64.430E,201209060500
1948,-11.04,-72.72,32.054N,-64.430E,201209060515
1949,-11.05,-72.79,32.054N,-64.430E,201209060530
1950,-11.05,-72.9,32.054N,-64.430E,201209060545
1951,-10.97,-72.32,32.054N,-64.430E,201209060600
1952,-10.91,-71.97,32.054N,-64.430E,201209060615
1953,-10.94,-72.18,32.054N,-64.430E,201209060630
1954,-11.01,-72.5,32.054N,-64.430E,201209060645
1955,-11.03,-72.62,32.054N,-64.430E,201209060700
1956,-11.06,-72.73,32.054N,-64.430E,201209060715
1957,-11.03,-72.6,32.054N,-64.430E,201209060730
1958,-11.01,-72.36,32.054N,-64.430E,201209060745
1959,-10.97,-72.25,32.054N,-64.430E,201209060800
1960,-11.09,-72.78,32.054N,-64.430E,201209060815
1961,-11.14,-73.44,32.054N,-64.430E,201209060830
1962,-11.01,-72.42,32.054N,-64.430E,201209060845
1963,-11.0,-72.21,32.054N,-64.430E,201209060900
1964,-10.97,-72.38,32.054N,-64.430E,201209060915
1969,-11.03,-73.42,32.054N,-64.430E,201209061030
1970,-11.02,-73.09,32.054N,-64.430E,201209061045
1971,-11.04,-73.17,32.054N,-64.430E,201209061100
1972,-11.01,-72.79,32.054N,-64.430E,201209061115
1973,-10.95,-72.49,32.054N,-64.430E,201209061130
1974,-10.92,-72.37,32.054N,-64.430E,201209061145
1975,-10.92,-72.27,32.054N,-64.430E,201209061200
1976,-10.87,-71.95,32.054N,-64.430E,201209061215
1977,-10.83,-71.55,32.054N,-64.430E,201209061230
1978,-10.85,-71.67,32.054N,-64.430E,201209061245
1979,-10.82,-71.49,32.054N,-64.430E,201209061300
1980,-10.77,-71.42,32.054N,-64.430E,201209061315
1981,-10.81,-71.53,32.054N,-64.430E,201209061330
1982,-10.72,-71.03,32.054N,-64.430E,201209061345
1983,-10.75,-71.47,32.054N,-64.430E,201209061400
1984,-10.82,-71.82,32.054N,-64.430E,201209061415
1985,-10.88,-72.17,32.054N,-64.430E,201209061430
1986,-10.97,-72.99,32.054N,-64.430E,201209061445
1987,-10.96,-73.07,32.054N,-64.430E,201209061500
1988,-10.93,-72.6,32.054N,-64.430E,201209061515
1989,-10.94,-72.82,32.054N,-64.430E,201209061530
1990,-10.84,-72.41,32.054N,-64.430E,201209061545
1991,-10.89,-72.4,32.054N,-64.430E,201209061600
1992,-10.88,-72.55,32.054N,-64.430E,201209061615
1993,-10.91,-72.66,32.054N,-64.430E,201209061630
1994,-10.93,-72.7,32.054N,-64.430E,201209061645
1995,-10.89,-72.47,32.054N,-64.430E,201209061700
1996,-10.88,-72.28,32.054N,-64.430E,201209061715
1997,-10.88,-72.33,32.054N,-64.430E,201209061730
1998,-10.92,-72.42,32.054N,-64.430E,201209061745
1999,-10.97,-72.76,32.054N,-64.430E,201209061800
2000,-11.03,-72.91,32.054N,-64.430E,201209061815
2001,-10.99,-72.78,32.054N,-64.430E,201209061830
2002,-11.04,-73.02,32.054N,-64.430E,201209061845
2003,-11.0,-72.64,32.054N,-64.430E,201209061900
2004,-11.01,-72.43,32.054N,-64.430E,201209061915
2005,-10.96,-72.48,32.054N,-64.430E,201209061930
2006,-10.91,-72.13,32.054N,-64.430E,201209061945
2007,-10.92,-72.34,32.054N,-64.430E,201209062000
2008,-10.91,-72.34,32.054N,-64.430E,201209062015
2009,-10.94,-72.01,32.054N,-64.430E,201209062030
2014,-11.0,-73.4,32.054N,-64.430E,201209062145
2015,-11.02,-73.26,32.054N,-64.430E,201209062200
2016,-11.08,-73.36,32.054N,-64.430E,201209062215
2017,-11.12,-73.52,32.054N,-64.430E,201209062230
2018,-11.1,-73.47,32.054N,-64.430E,201209062245
2019,-11.03,-73.07,32.054N,-64.430E,201209062300
2020,-11.08,-73.5,32.054N,-64.430E,201209062315
2021,-11.11,-73.48,32.054N,-64.430E,201209062330
2022,-11.18,-73.8,32.054N,-64.430E,201209062345
2023,-11.26,-74.56,32.054N,-64.430E,201209070000
2024,-11.25,-74.57,32.054N,-64.430E,201209070015
2025,-11.19,-74.26,32.054N,-64.430E,201209070030
2026,-11.19,-74.04,32.054N,-64.430E,201209070045
2027,-11.26,-74.78,32.054N,-64.430E,201209070100
2028,-11.28,-74.96,32.054N,-64.430E,201209070115
2029,-11.25,-74.79,32.054N,-64.430E,201209070130
2030,-11.15,-73.63,32.054N,-64.430E,201209070145
2031,-11.17,-73.79,32.054N,-64.430E,201209070200
2032,-11.17,-73.79,32.054N,-64.430E,201209070215
2033,-11.17,-73.87,32.054N,-64.430E,201209070230
2034,-11.19,-73.74,32.054N,-64.430E,201209070245
2035,-11.16,-73.65,32.054N,-64.430E,201209070300
2036,-11.17,-73.75,32.054N,-64.430E,201209070315
2037,-11.14,-73.6,32.054N,-64.430E,201209070330
2038,-11.21,-74.25,32.054N,-64.430E,201209070345
2039,-11.28,-74.53,32.054N,-64.430E,201209070400
2040,-11.2,-73.99,32.054N,-64.430E,201209070415
2041,-11.21,-74.14,32.054N,-64.430E,201209070430
2042,-11.16,-73.78,32.054N,-64.430E,201209070445
2043,-11.15,-73.68,32.054N,-64.430E,201209070500
2044,-11.12,-73.57,32.054N,-64.430E,201209070515
2045,-11.09,-73.61,32.054N,-64.430E,201209070530
2046,-11.06,-73.6,32.054N,-64.430E,201209070545
2047,-11.23,-74.99,32.054N,-64.430E,201209070600
2048,-11.08,-74.02,32.054N,-64.430E,201209070615
2049,-10.92,-73.23,32.054N,-64.430E,201209070630
2050,-10.92,-73.31,32.054N,-64.430E,201209070645
2051,-10.93,-73.61,32.054N,-64.430E,201209070700
2052,-10.86,-73.39,32.054N,-64.430E,201209070715
2053,-10.82,-73.21,32.054N,-64.430E,201209070730
2054,-10.8,-73.21,32.054N,-64.430E,201209070745
2055,-10.85,-73.42,32.054N,-64.430E,201209070800
2056,-10.91,-73.91,32.054N,-64.430E,201209070815
2057,-10.9,-73.75,32.054N,-64.430E,201209070830
2058,-10.93,-73.93,32.054N,-64.430E,201209070845
2059,-10.96,-74.04,32.054N,-64.430E,201209070900
2060,-11.08,-74.87,32.054N,-64.430E,201209070915
2061,-11.11,-75.07,32.054N,-64.430E,201209070930
2062,-11.14,-75.16,32.054N,-64.430E,201209070945
2063,-11.15,-75.36,32.054N,-64.430E,201209071000
2064,-11.13,-75.51,32.054N,-64.430E,201209071015
2080,-11.11,-75.29,32.054N,-64.430E,201209071415
2081,-11.01,-74.79,32.054N,-64.430E,201209071430
2082,-11.01,-74.79,32.054N,-64.430E,201209071445
2083,-11.18,-75.79,32.054N,-64.430E,201209071500
2084,-11.25,-76.41,32.054N,-64.430E,201209071515
2085,-11.33,-77.04,32.054N,-64.430E,201209071530
2086,-11.32,-76.99,32.054N,-64.430E,201209071545
2087,-11.28,-76.42,32.054N,-64.430E,201209071600
2088,-11.35,-77.15,32.054N,-64.430E,201209071615
2089,-11.24,-76.16,32.054N,-64.430E,201209071630
2090,-11.17,-76.12,32.054N,-64.430E,201209071645
2091,-11.05,-74.91,32.054N,-64.430E,201209071700
2092,-11.06,-75.22,32.054N,-64.430E,201209071715
