TIMESTAMP,Delta_18O,Delta_D,Latitude,Longitude,Landscape,,,,,,,,,,,,,,,
200803311600,-17.12,-104.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200803311700,-16.75,-72,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200803311800,-17.18,-37.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200803311900,-14.84,-74.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200803312000,-15.36,-67.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200803312100,-14.11,-33.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200803312200,-13.59,-144.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200803312300,-14.13,-39.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804010000,-12.59,-23.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804010100,-15.45,-115.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804010200,-15.5,-116.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804010300,-17.85,-120.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804010400,-20.08,-132.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804010500,-22.63,-141.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804010600,-22.1,-134.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804010700,-18.57,-128.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804010800,-20.53,-170.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804010900,-21.68,-195.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804011000,-23.38,-216.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804011100,-23.87,-213.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804011200,-24.28,-204.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804011300,-29.78,-217.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804011400,-29.27,-217,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804011500,-29.79,-207.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804011600,-29.38,-212.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804011700,-29.53,-234.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804011800,-29.04,-221.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804011900,-29.67,-226.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804012000,-27.85,-183.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804012100,-27.93,-189.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804012200,-25.92,-207.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804012300,-26.45,-218.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804020000,-27.53,-206.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804020100,-27.45,-207.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804020200,-27.06,-201.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804020300,-26.76,-191.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804020400,-24.96,-160.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804020500,-23.92,-163,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804020600,-23.83,-172,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804020700,-23.22,-186.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804020800,-23.3,-175.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804020900,-22.52,-179.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804021000,-21.72,-147.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804021100,-19.39,-157.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804021200,-19,-160.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804021300,-20.27,-151.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804021400,-18.89,-141.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804021500,-16.89,-135.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804021600,-17.23,-141.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804021700,-17.02,-146.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804021800,-16.42,-141.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804021900,-15.8,-129,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804022000,-16.93,-127.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804022100,-16.39,-141.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804022200,-17.79,-140.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804022300,-13.91,-125.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804030000,-17.32,-114.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804030100,-18.84,-131.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804030200,-16.92,-122.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804030300,-16.89,-125.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804030400,-16.82,-118.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804030500,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804030600,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804030700,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804030800,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804030900,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804031000,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804031100,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804031200,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804031300,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804031400,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804031500,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804031600,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804031700,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804031800,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804031900,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804032000,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804032100,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804032200,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804032300,-13.94,-114.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804040000,-14.81,-117.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804040100,-14.43,-106.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804040200,-14.89,-105.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804040300,-15.45,-106.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804040400,-14.96,-106.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804040500,-14.05,-100.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804040600,-14.83,-107.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804040700,-13.58,-99.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804040800,-13.56,-98.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804040900,-14.2,-102.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804041000,-14.14,-101.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804041100,-13.15,-96.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804041200,-12.32,-93.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804041300,-12.46,-95.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804041400,-12.55,-97.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804041500,-12.15,-96.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804041600,-11.34,-92.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804041700,-11.1,-96.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804041800,-11.28,-97.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804041900,-11.51,-96.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804042000,-11.51,-105.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804042100,-11.68,-103.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804042200,-11.82,-98.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804042300,-11.26,-95,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804050000,-11.67,-95.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804050100,-11.82,-91.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804050200,-11.94,-88.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804050300,-11.82,-83.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804050400,-11.89,-82.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804050500,-11.69,-82.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804050600,-11.79,-82.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804050700,-11.72,-80.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804050800,-11.87,-82.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804050900,-12.17,-81.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804051000,-12.5,-85.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804051100,-12.51,-87,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804051200,-12.45,-85.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804051300,-12.4,-88,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804051400,-11.87,-88.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804051500,-11.32,-89.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804051600,-11.93,-88.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804051700,-11.68,-93.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804051800,-11.75,-94.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804051900,-11.97,-96.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804052000,-11.9,-96.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804052100,-11.93,-94,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804052200,-11.57,-95.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804052300,-11.65,-93.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804060000,-12.06,-87.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804060100,-11.76,-86.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804060200,-11.63,-85.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804060300,-11.58,-86.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804060400,-11.39,-81.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804060500,-11.61,-82.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804060600,-12.11,-85,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804060700,-12.37,-88.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804060800,-12.06,-89.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804060900,-10.7,-85.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804061000,-11.15,-81.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804061100,-10.87,-88.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804061200,-11.13,-88.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804061300,-11.41,-90,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804061400,-12.07,-96.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804061500,-12.32,-97.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804061600,-12.9,-100.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804061700,-12.62,-96.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804061800,-12.91,-104.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804061900,-12.84,-100.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804062000,-12.29,-91.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804062100,-12.97,-102.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804062200,-12.78,-102.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804062300,-13.17,-101.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804070000,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804070100,-12.08,-86.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804070200,-12.25,-91.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804070300,-11.83,-89,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804070400,-11.52,-86.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804070500,-11.42,-81,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804070600,-11.5,-80.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804070700,-11.9,-82.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804070800,-11.53,-81.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804070900,-11.52,-83.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804071000,-10.54,-84.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804071100,-10.76,-84.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804071200,-12.08,-92.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804071300,-12.68,-95.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804071400,-11.58,-91.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804071500,-11.44,-94.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804071600,-11.62,-97.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804071700,-11.64,-95.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804071800,-11.51,-94.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804071900,-11.77,-95.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804072000,-12.16,-98.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804072100,-12.47,-99.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804072200,-12.5,-97.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804072300,-12.5,-96.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804080000,-13.09,-97.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804080100,-13.2,-95.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804080200,-12.75,-95.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804080300,-12.68,-92.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804080400,-12.97,-95.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804080500,-13,-94.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804080600,-12.84,-92.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804080700,-12.33,-92,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804080800,-11.67,-88.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804080900,-12.38,-92.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804081000,-12.63,-97,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804081100,-12.9,-97.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804081200,-12.75,-95.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804081300,-12.99,-97.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804081400,-13.14,-100.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804081500,-13.37,-97.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804081600,-12.35,-90.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804081700,-12.72,-96.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804081800,-14.13,-104.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804081900,-15.25,-112.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804082000,-16.43,-121.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804082100,-15.58,-117.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804082200,-14.75,-109.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804082300,-14.4,-106.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804090000,-14.59,-105.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804090100,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804090200,-13.79,-98.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804090300,-13.63,-96.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804090400,-13.56,-94.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804090500,-13.44,-97.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804090600,-14.07,-103.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804090700,-13.94,-97.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804090800,-13.7,-98.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804090900,-13.52,-95.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804091000,-13.28,-96.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804091100,-13.16,-97.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804091200,-13.23,-102,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804091300,-13.46,-104.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804091400,-14.75,-112.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804091500,-15.78,-119,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804091600,-16.16,-122.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804091700,-16.73,-128,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804091800,-17.04,-128.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804091900,-17.11,-134.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804092000,-16.92,-133.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804092100,-17.36,-132.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804092200,-17.01,-130.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804092300,-17.06,-132.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804100000,-16.89,-129,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804100100,-16.97,-128,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804100200,-17.36,-125.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804100300,-18.82,-139.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804100400,-18.33,-135.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804100500,-17.82,-132.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804100600,-17.32,-128,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804100700,-16.79,-127.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804100800,-16.37,-124.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804100900,-16.32,-123.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804101000,-16.42,-124.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804101100,-15.73,-122.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804101200,-15.76,-123.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804101300,-15.23,-123.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804101400,-15.24,-121.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804101500,-14.87,-120.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804101600,-15.2,-118.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804101700,-15.48,-117.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804101800,-14.05,-107.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804101900,-14.42,-105.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804102000,-14.41,-106.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804102100,-14.76,-107.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804102200,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804102300,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804110000,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804110100,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804110200,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804110300,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804110400,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804110500,-9999,-9999,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804110600,-15.64,-103.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804110700,-15.77,-105.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804110800,-15.97,-110.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804110900,-15.86,-108.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804111000,-15.67,-108.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804111100,-15.77,-109.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804111200,-15.94,-111.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804111300,-15.68,-113.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804111400,-15.06,-109.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804111500,-16.38,-116.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804111600,-17.51,-126.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804111700,-18.71,-132.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804111800,-19.42,-141.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804111900,-20.18,-144.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804112000,-20.67,-149.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804112100,-20.92,-149.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804112200,-20.87,-146,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804112300,-20.72,-138.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804120000,-20.99,-138.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804120100,-19.92,-137.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804120200,-19.66,-133.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804120300,-21.23,-134.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804120400,-21.05,-147.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804120500,-20.54,-143.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804120600,-20.57,-148,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804120700,-20.1,-135.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804120800,-20,-142.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804120900,-20.28,-145.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804121000,-20.24,-142.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804121100,-19.49,-136.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804121200,-19.82,-142.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804121300,-20.07,-145.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804121400,-19.9,-143.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804121500,-20,-146.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804121600,-20.4,-149.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804121700,-20.35,-153.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804121800,-20.42,-149.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804121900,-21.02,-151.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804122000,-21.09,-158.8,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804122100,-20.55,-151.1,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804122200,-20.15,-147.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804122300,-19.3,-141.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804130000,-18.58,-141.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804130100,-16.58,-121.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804130200,-17.61,-121.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804130300,-17.39,-123.9,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804130400,-16.36,-111.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804130500,-16.01,-112.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804130600,-15.46,-109,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804130700,-14.65,-105.4,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804130800,-14.57,-107.2,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804130900,-14.1,-102,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804131000,-14.35,-104.6,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804131100,-14.18,-109.5,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804131200,-14.51,-109.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804131300,-14.53,-108.7,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804131400,-14.9,-112.3,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
200804131500,-14.83,-113,37.0N,114.0E,Cropland,,,,,,,,,,,,,,,
