TIMESTAMP,Latitude,lontitude,Q,Delta_18O,Delta_18O_std,Delta_D,Delta_D_std,T,RH,P,Pricipitation,Rn,U,WD
201405102045,-5,10.807,30371.60742,-9.83,-9999,-67.65,-9999,28.03,0.828,101.15,-9999,-9999,6.6,155.3
201405102100,-5,10.854,30230.20459,-9.86,-9999,-67.74,-9999,27.97,0.826,101.152,-9999,-9999,6.9,156.1
201405102115,-5,10.901,30418.7383,-9.83,-9999,-67.65,-9999,27.97,0.83,101.177,-9999,-9999,7.1,156
201405102130,-5,10.947,30387.3179,-9.85,-9999,-67.83,-9999,27.86,0.834,101.172,-9999,-9999,7.3,157.2
201405102145,-5,10.984,30120.21404,-9.85,-9999,-67.99,-9999,27.8,0.829,101.174,-9999,-9999,6.7,157.3
201405102200,-5.001,10.994,30151.64086,-9.84,-9999,-67.9,-9999,27.79,0.833,101.163,-9999,-9999,6.9,174.5
201405102215,-5.002,10.996,30010.21424,-9.87,-9999,-68.07,-9999,27.7,0.833,101.147,-9999,-9999,6,174.4
201405102230,-5.003,11,30277.34057,-9.82,-9999,-67.95,-9999,27.69,0.841,101.132,-9999,-9999,5.9,165.1
201405102245,-5.001,11.027,30340.18589,-9.82,-9999,-67.94,-9999,27.6,0.843,101.108,-9999,-9999,5.6,154.9
201405102300,-5,11.064,30230.20459,-9.83,-9999,-68.02,-9999,27.6,0.844,101.089,-9999,-9999,5.5,158
201405102315,-5,11.101,30308.76361,-9.81,-9999,-67.9,-9999,27.56,0.846,101.062,-9999,-9999,5.1,156.4
201405102330,-5.001,11.126,30010.21424,-9.84,-9999,-68.01,-9999,27.5,0.841,101.052,-9999,-9999,5.2,167.5
201405102345,-5.002,11.129,30120.21404,-9.85,-9999,-68.09,-9999,27.47,0.845,101.037,-9999,-9999,5.1,167.9
201405110000,-5,11.139,30214.49222,-9.83,-9999,-68.05,-9999,27.42,0.849,101.019,-9999,-9999,3.8,167.4
201405110015,-4.987,11.165,30497.28599,-9.76,-9999,-67.93,-9999,27.4,0.858,101.008,-9999,-9999,4.1,168.9
201405110030,-4.974,11.194,30418.7383,-9.81,-9999,-67.98,-9999,27.37,0.857,100.993,-9999,-9999,4.1,163.1
201405110045,-4.96,11.224,30371.60742,-9.82,-9999,-68.03,-9999,27.37,0.857,100.972,-9999,-9999,4.2,166.8
201405110100,-4.945,11.255,30371.60742,-9.81,-9999,-68.04,-9999,27.33,0.857,100.951,-9999,-9999,3.9,172.2
201405110115,-4.931,11.287,30293.05218,-9.81,-9999,-68.04,-9999,27.3,0.857,100.939,-9999,-9999,3.9,165.9
201405110130,-4.916,11.318,30104.50035,-9.84,-9999,-68.18,-9999,27.24,0.854,100.934,-9999,-9999,4,164.1
201405110145,-4.903,11.346,30293.05218,-9.81,-9999,-68.18,-9999,27.29,0.86,100.938,-9999,-9999,3.3,176.6
201405110200,-4.892,11.374,30167.35398,-9.8,-9999,-68.09,-9999,27.22,0.857,100.927,-9999,-9999,3.3,180.3
201405110215,-4.884,11.403,30120.21404,-9.8,-9999,-68.14,-9999,27.2,0.856,100.916,-9999,-9999,3.6,177.3
201405110230,-4.876,11.433,30120.21404,-9.82,-9999,-68.26,-9999,27.2,0.859,100.912,-9999,-9999,3.9,172.6
201405110245,-4.87,11.462,30088.78647,-9.8,-9999,-68.13,-9999,27.2,0.857,100.907,-9999,-9999,3.7,179.4
201405110300,-4.858,11.491,30293.05218,-9.8,-9999,-68.17,-9999,27.2,0.86,100.915,-9999,-9999,3.6,180.5
201405110315,-4.842,11.517,30245.91677,-9.82,-9999,-68.24,-9999,27.2,0.86,100.911,-9999,-9999,4.1,172.7
201405110330,-4.83,11.537,29994.49922,-9.87,-9999,-68.22,-9999,27.2,0.856,100.912,-9999,-9999,4.3,171.9
201405110345,-4.821,11.557,29947.35305,-9.82,-9999,-68.27,-9999,27.2,0.852,100.93,-9999,-9999,3.8,173.5
201405110400,-4.811,11.576,29805.90433,-9.86,-9999,-68.36,-9999,27.2,0.851,100.94,-9999,-9999,4.3,171
201405110415,-4.801,11.593,29711.59669,-9.88,-9999,-68.37,-9999,27.2,0.847,100.943,-9999,-9999,4.7,169
201405110430,-4.792,11.609,29805.90433,-9.84,-9999,-68.25,-9999,27.2,0.848,100.95,-9999,-9999,5.2,172.7
201405110445,-4.785,11.619,29805.90433,-9.81,-9999,-68.11,-9999,27.23,0.847,100.963,-9999,-9999,5.3,180.9
201405110500,-4.778,11.628,29900.20518,-9.81,-9999,-68.07,-9999,27.23,0.848,100.986,-9999,-9999,4.7,185.1
201405110515,-4.774,11.651,29947.35305,-9.8,-9999,-68.07,-9999,27.2,0.854,101.014,-9999,-9999,3.7,181.8
201405110530,-4.771,11.679,30120.21404,-9.79,-9999,-68.05,-9999,27.22,0.858,101.034,-9999,-9999,3.5,190.1
201405110545,-4.768,11.707,30057.35814,-9.75,-9999,-67.79,-9999,27.2,0.856,101.048,-9999,-9999,3.8,197.5
201405110600,-4.768,11.736,30151.64086,-9.76,-9999,-68.03,-9999,27.22,0.857,101.06,-9999,-9999,4.2,185.6
201405110615,-4.772,11.761,30403.0282,-9.69,-9999,-67.76,-9999,27.3,0.86,101.074,-9999,-9999,3.8,190.1
201405110630,-4.764,11.757,30403.0282,-9.7,-9999,-67.89,-9999,27.3,0.863,101.102,-9999,-9999,5.2,198.4
201405110645,-4.768,11.737,30198.77966,-9.74,-9999,-67.95,-9999,27.3,0.857,101.1,-9999,-9999,5.8,188.4
201405110700,-4.77,11.724,3166426.693,-9999,-9999,-9999,-9999,27.3,0.855,101.141,-9999,-9999,5.7,184.7
201405110715,-4.768,11.715,3166426.693,-9999,-9999,-9999,-9999,27.31,0.848,101.185,-9999,-9999,5.5,181.9
201405110730,-4.767,11.707,30261.62876,-9.7,-9999,-68.26,-9999,27.39,0.856,101.199,-9999,-9999,5.6,182.7
201405110745,-4.766,11.699,30324.47484,-9.72,-9999,-68.19,-9999,27.38,0.858,101.218,-9999,-9999,5.8,173.5
201405110800,-4.774,11.693,30230.20459,-9.77,-9999,-68.43,-9999,27.6,0.843,101.22,-9999,-9999,4.8,182
201405110815,-4.785,11.681,30340.18589,-9.76,-9999,-68.41,-9999,27.58,0.848,101.224,-9999,-9999,6.1,178.4
201405110830,-4.799,11.65,30025.92906,-9.8,-9999,-68.45,-9999,27.5,0.842,101.208,-9999,-9999,6.1,176.9
201405110845,-4.81,11.61,30088.78647,-9.82,-9999,-68.46,-9999,27.56,0.841,101.208,-9999,-9999,5.6,174.5
201405110900,-4.827,11.566,30088.78647,-9.83,-9999,-68.59,-9999,27.52,0.841,101.212,-9999,-9999,5.9,171.7
201405110915,-4.843,11.521,29695.87809,-9.9,-9999,-68.72,-9999,27.58,0.83,101.21,-9999,-9999,5.9,162.6
201405110930,-4.858,11.476,29601.56251,-9.91,-9999,-68.72,-9999,27.74,0.82,101.2,-9999,-9999,6,153.8
201405110945,-4.872,11.431,29585.84258,-9.89,-9999,-68.53,-9999,27.82,0.813,101.194,-9999,-9999,6,150.3
201405111000,-4.883,11.385,28878.25038,-9.95,-9999,-68.75,-9999,27.95,0.791,101.162,-9999,-9999,5.6,155.8
201405111015,-4.895,11.339,28658.03249,-10.01,-9999,-68.87,-9999,28.05,0.778,101.137,-9999,-9999,6,163.7
201405111030,-4.913,11.296,28642.30123,-10,-9999,-68.92,-9999,28.11,0.776,101.12,-9999,-9999,5.9,166
201405111045,-4.932,11.253,28831.06395,-10,-9999,-68.81,-9999,28.1,0.781,101.1,-9999,-9999,4.8,167
201405111100,-4.952,11.21,29397.18875,-9.94,-9999,-68.7,-9999,28,0.802,101.082,-9999,-9999,5.4,171.3
201405111115,-4.972,11.167,29868.77232,-9.87,-9999,-68.52,-9999,27.8,0.823,101.066,-9999,-9999,5.4,165.6
201405111130,-4.991,11.123,29129.88257,-9.94,-9999,-68.49,-9999,27.81,0.799,101.049,-9999,-9999,6,164.5
201405111145,-5.009,11.078,28893.97881,-9.96,-9999,-68.46,-9999,27.9,0.791,101.031,-9999,-9999,6.6,163
201405111200,-5.026,11.034,29695.87809,-9.89,-9999,-68.36,-9999,27.8,0.817,101.006,-9999,-9999,6.9,159
201405111215,-5.043,10.989,29695.87809,-9.93,-9999,-68.48,-9999,27.7,0.822,100.995,-9999,-9999,6.3,159.7
201405111230,-5.06,10.944,29522.961,-9.94,-9999,-68.47,-9999,27.71,0.816,100.964,-9999,-9999,6,154.4
201405111245,-5.078,10.9,29177.05822,-9.97,-9999,-68.5,-9999,27.75,0.805,100.934,-9999,-9999,6.4,153
201405111300,-5.095,10.855,29082.70522,-10,-9999,-68.57,-9999,27.8,0.802,100.919,-9999,-9999,5.7,146.2
201405111315,-5.112,10.809,29035.52617,-10.02,-9999,-68.65,-9999,27.8,0.8,100.909,-9999,-9999,5,143.8
201405111330,-5.13,10.763,29098.43119,-10.02,-9999,-68.58,-9999,27.79,0.801,100.874,-9999,-9999,4.9,145.6
201405111345,-5.148,10.716,28610.83813,-10.06,-9999,-68.66,-9999,27.83,0.785,100.86,-9999,-9999,4.8,145.8
201405111400,-5.166,10.67,28547.90965,-10.08,-9999,-68.61,-9999,27.96,0.777,100.851,-9999,-9999,4.8,146.2
201405111415,-5.183,10.625,28768.14607,-10.07,-9999,-68.5,-9999,28.02,0.78,100.844,-9999,-9999,5.1,141.6
201405111430,-5.201,10.579,28909.70705,-10.06,-9999,-68.54,-9999,28,0.785,100.841,-9999,-9999,5,148.1
201405111445,-5.219,10.533,28815.33476,-10.09,-9999,-68.52,-9999,28.01,0.783,100.832,-9999,-9999,4.9,151.9
201405111500,-5.239,10.489,28689.49446,-10.06,-9999,-68.4,-9999,28.09,0.778,100.832,-9999,-9999,5,151
201405111515,-5.254,10.441,28626.56977,-10.05,-9999,-68.37,-9999,28.09,0.777,100.839,-9999,-9999,5.7,152.9
201405111530,-5.271,10.396,28595.10629,-10.06,-9999,-68.33,-9999,28.08,0.774,100.841,-9999,-9999,5.7,157.4
201405111545,-5.289,10.351,28783.87582,-10.06,-9999,-68.35,-9999,28.1,0.779,100.851,-9999,-9999,5.5,148.3
201405111600,-5.305,10.308,28689.49446,-10.04,-9999,-68.26,-9999,28.11,0.775,100.853,-9999,-9999,5.9,147.8
201405111615,-5.322,10.264,29255.68052,-10,-9999,-68.14,-9999,28.11,0.788,100.867,-9999,-9999,5.6,148.2
201405111630,-5.339,10.219,28909.70705,-9.98,-9999,-68.13,-9999,28.21,0.775,100.881,-9999,-9999,5.9,159.3
201405111645,-5.356,10.176,28579.37427,-10.05,-9999,-68.3,-9999,28.3,0.764,100.908,-9999,-9999,6,164.7
201405111700,-5.373,10.133,28673.76357,-10.07,-9999,-68.32,-9999,28.3,0.769,100.934,-9999,-9999,5.5,166.7
201405111715,-5.389,10.089,28296.16549,-10.11,-9999,-68.47,-9999,28.3,0.758,100.959,-9999,-9999,4.9,166.6
201405111730,-5.406,10.046,28012.8954,-10.14,-9999,-68.61,-9999,28.3,0.75,100.977,-9999,-9999,4.9,159.4
201405111745,-5.423,10.002,28138.80079,-10.18,-9999,-68.65,-9999,28.3,0.754,100.994,-9999,-9999,4.3,157.1
201405111800,-5.44,9.959,27949.93817,-10.17,-9999,-68.6,-9999,28.39,0.746,101.017,-9999,-9999,4.2,153.2
201405111815,-5.456,9.915,28484.97815,-10.12,-9999,-68.49,-9999,28.36,0.761,101.019,-9999,-9999,4.9,157.3
201405111830,-5.473,9.872,28406.30952,-10.13,-9999,-68.57,-9999,28.3,0.759,101.022,-9999,-9999,5.2,150.6
201405111845,-5.489,9.829,28107.32558,-10.12,-9999,-68.58,-9999,28.31,0.752,101.049,-9999,-9999,4.5,149.3
201405111900,-5.506,9.785,28311.90092,-10.12,-9999,-68.59,-9999,28.34,0.756,101.064,-9999,-9999,4.5,154.3
201405111915,-5.523,9.742,28201.74894,-10.16,-9999,-68.81,-9999,28.3,0.754,101.074,-9999,-9999,3.9,158.1
201405111930,-5.54,9.699,28012.8954,-10.17,-9999,-68.91,-9999,28.3,0.748,101.092,-9999,-9999,3.8,157
201405111945,-5.556,9.655,28327.63616,-10.18,-9999,-69.09,-9999,28.32,0.76,101.096,-9999,-9999,4.1,159.4
201405112000,-5.573,9.61,28138.80079,-10.21,-9999,-69.3,-9999,28.3,0.754,101.104,-9999,-9999,4.5,170.6
201405112015,-5.59,9.566,28453.51127,-10.25,-9999,-69.45,-9999,28.32,0.761,101.113,-9999,-9999,5.1,171.9
201405112030,-5.607,9.522,28422.04363,-10.27,-9999,-69.55,-9999,28.26,0.763,101.124,-9999,-9999,5.1,180.7
201405112045,-5.624,9.478,27871.23736,-10.32,-9999,-69.83,-9999,28.29,0.748,101.133,-9999,-9999,4.7,174.5
201405112100,-5.641,9.435,27698.07894,-10.37,-9999,-70.08,-9999,28.29,0.745,101.151,-9999,-9999,4.5,174.5
201405112115,-5.658,9.39,28091.58769,-10.33,-9999,-69.92,-9999,28.19,0.755,101.15,-9999,-9999,4.7,173.3
201405112130,-5.675,9.346,27776.79015,-10.38,-9999,-70.28,-9999,28.1,0.751,101.141,-9999,-9999,4.4,178.6
201405112145,-5.692,9.302,27981.41717,-10.43,-9999,-70.49,-9999,28.1,0.758,101.137,-9999,-9999,5.4,181.8
201405112200,-5.709,9.258,27776.79015,-10.44,-9999,-70.61,-9999,28.1,0.751,101.122,-9999,-9999,5.6,179.9
201405112215,-5.726,9.214,27477.66234,-10.5,-9999,-70.94,-9999,28.1,0.745,101.12,-9999,-9999,5.2,175.4
201405112230,-5.743,9.17,27367.44013,-10.53,-9999,-71.24,-9999,28.1,0.742,101.11,-9999,-9999,5.1,177.1
201405112245,-5.76,9.126,27052.46836,-10.57,-9999,-71.52,-9999,28.09,0.734,101.096,-9999,-9999,5.3,181.2
201405112300,-5.776,9.082,27320.19919,-10.62,-9999,-71.58,-9999,28,0.742,101.066,-9999,-9999,6,182.8
201405112315,-5.793,9.039,27052.46836,-10.66,-9999,-71.84,-9999,27.97,0.736,101.046,-9999,-9999,5.8,184
201405112330,-5.81,8.995,26705.91187,-10.72,-9999,-72.23,-9999,27.94,0.729,101.026,-9999,-9999,5.8,183.3
201405112345,-5.827,8.952,26406.53924,-10.77,-9999,-72.54,-9999,27.92,0.718,101.017,-9999,-9999,5.7,182.9
201405120000,-5.844,8.907,26264.70727,-10.8,-9999,-72.76,-9999,27.91,0.718,101.003,-9999,-9999,5.9,181.7
201405120015,-5.861,8.862,26548.35586,-10.79,-9999,-72.66,-9999,27.9,0.729,100.994,-9999,-9999,6.5,181.2
201405120030,-5.878,8.818,26516.84238,-10.81,-9999,-72.67,-9999,27.9,0.726,101.002,-9999,-9999,6.7,175.4
201405120045,-5.895,8.774,3166426.693,-9999,-9999,-9999,-9999,27.82,0.73,100.99,-9999,-9999,6.6,174
201405120100,-5.912,8.73,3166426.693,-9999,-9999,-9999,-9999,27.8,0.73,100.98,-9999,-9999,6.6,174
201405120115,-5.929,8.686,26658.64706,-10.75,-9999,-72.72,-9999,27.78,0.738,100.962,-9999,-9999,7,172.2
201405120130,-5.946,8.642,26453.81315,-10.83,-9999,-72.74,-9999,27.71,0.731,100.952,-9999,-9999,6.5,171.8
201405120145,-5.963,8.597,26737.42079,-10.81,-9999,-72.53,-9999,27.7,0.739,100.93,-9999,-9999,6.7,171.9
201405120200,-5.98,8.553,26532.59922,-10.85,-9999,-72.68,-9999,27.7,0.735,100.913,-9999,-9999,6.9,171.2
201405120215,-5.995,8.509,26910.70634,-10.8,-9999,-72.45,-9999,27.63,0.748,100.88,-9999,-9999,7.5,171.6
201405120230,-6.001,8.464,26894.95405,-10.8,-9999,-72.37,-9999,27.6,0.746,100.88,-9999,-9999,8.1,173.6
201405120245,-6.001,8.424,26847.69606,-10.8,-9999,-72.38,-9999,27.6,0.743,100.88,-9999,-9999,8.4,173.7
201405120300,-6.002,8.392,27020.96701,-10.77,-9999,-72.23,-9999,27.6,0.751,100.871,-9999,-9999,8.3,172.9
201405120315,-6.002,8.364,27020.96701,-10.78,-9999,-72.22,-9999,27.6,0.749,100.884,-9999,-9999,7.8,172.7
201405120330,-6.003,8.337,27099.71895,-10.75,-9999,-72.01,-9999,27.6,0.75,100.887,-9999,-9999,9.6,174.9
201405120345,-6.003,8.31,27194.21503,-10.74,-9999,-71.9,-9999,27.54,0.754,100.879,-9999,-9999,7.7,171.3
201405120400,-6.004,8.285,27257.20863,-10.74,-9999,-71.88,-9999,27.6,0.758,100.887,-9999,-9999,8.8,173.1
201405120415,-6.004,8.26,27241.46051,-10.7,-9999,-71.78,-9999,27.51,0.758,100.896,-9999,-9999,8.7,172.7
201405120430,-6.004,8.235,27005.21606,-10.77,-9999,-72.08,-9999,27.61,0.749,100.908,-9999,-9999,7.1,167.2
201405120445,-6.005,8.21,27682.33612,-10.66,-9999,-71.52,-9999,27.54,0.771,100.924,-9999,-9999,9,175.7
201405120500,-6.005,8.18,27572.13114,-10.67,-9999,-71.56,-9999,27.5,0.768,100.937,-9999,-9999,8.8,172.1
201405120515,-6.006,8.149,27509.1527,-10.66,-9999,-71.6,-9999,27.5,0.768,100.949,-9999,-9999,8.9,175.8
201405120530,-6.006,8.118,27713.82156,-10.64,-9999,-71.38,-9999,27.51,0.771,100.961,-9999,-9999,9.8,173.9
201405120545,-6.007,8.088,27745.30623,-10.59,-9999,-71.23,-9999,27.5,0.774,100.976,-9999,-9999,9.5,173.9
201405120600,-6.007,8.061,27997.15638,-10.56,-9999,-70.98,-9999,27.51,0.779,101,-9999,-9999,8.1,172.2
201405120615,-6.008,8.045,27965.67776,-10.56,-9999,-71,-9999,27.5,0.78,101.029,-9999,-9999,8.1,170
201405120630,-6.014,8.025,27949.93817,-10.57,-9999,-71.01,-9999,27.5,0.781,101.05,-9999,-9999,10.3,165.4
201405120645,-6.016,8.005,27761.04829,-10.58,-9999,-71.14,-9999,27.53,0.776,101.084,-9999,-9999,9.3,170.9
201405120700,-6.007,7.999,27776.79015,-10.57,-9999,-71.14,-9999,27.66,0.77,101.118,-9999,-9999,8.8,165.9
201405120715,-6.008,8.002,27776.79015,-10.58,-9999,-71.17,-9999,27.78,0.765,101.153,-9999,-9999,8.1,166.7
201405120730,-6.006,7.997,27776.79015,-10.56,-9999,-71.09,-9999,27.71,0.767,101.174,-9999,-9999,8,165
201405120745,-6.008,8.002,27902.71825,-10.54,-9999,-70.99,-9999,27.94,0.76,101.187,-9999,-9999,8.2,166.4
201405120800,-6.008,7.998,27761.04829,-10.59,-9999,-71.17,-9999,27.78,0.769,101.202,-9999,-9999,8.4,166.9
201405120815,-6.007,7.997,28217.48551,-10.5,-9999,-70.69,-9999,27.68,0.777,101.222,-9999,-9999,10,170.7
201405120830,-6.006,7.997,27745.30623,-10.6,-9999,-71.26,-9999,27.88,0.758,101.218,-9999,-9999,8.5,165.1
201405120845,-6.011,8.002,27698.07894,-10.61,-9999,-71.33,-9999,28.19,0.748,101.223,-9999,-9999,8.6,164.8
201405120900,-6.016,8.005,27698.07894,-10.58,-9999,-71.3,-9999,28.37,0.739,101.22,-9999,-9999,8.4,159.2
201405120915,-6.021,8.008,27477.66234,-10.61,-9999,-71.47,-9999,28.51,0.728,101.228,-9999,-9999,8.6,164.3
201405120930,-6.025,8.01,27761.04829,-10.57,-9999,-71.27,-9999,28.47,0.737,101.213,-9999,-9999,8.9,164.3
201405120945,-6.027,8.012,27446.17123,-10.61,-9999,-71.5,-9999,28.57,0.727,101.219,-9999,-9999,8.3,160.4
201405121000,-6.031,8.015,27351.69334,-10.64,-9999,-71.51,-9999,28.61,0.719,101.22,-9999,-9999,8.3,159.9
201405121015,-6.036,8.018,27068.21875,-10.68,-9999,-71.8,-9999,28.63,0.712,101.22,-9999,-9999,8,159.8
201405121030,-6.042,8.021,27335.94636,-10.63,-9999,-71.53,-9999,28.63,0.718,101.203,-9999,-9999,7.8,156.3
201405121045,-6.047,8.023,27131.21841,-10.64,-9999,-71.61,-9999,28.8,0.705,101.176,-9999,-9999,7.9,156.7
201405121100,-6.052,8.026,26768.92896,-10.7,-9999,-71.96,-9999,28.9,0.696,101.149,-9999,-9999,7.7,155.1
201405121115,-6.057,8.029,26957.96205,-10.67,-9999,-71.68,-9999,28.74,0.704,101.13,-9999,-9999,7.4,155.1
201405121130,-6.063,8.032,26894.95405,-10.68,-9999,-71.74,-9999,28.85,0.701,101.15,-9999,-9999,7.9,159.6
201405121145,-6.068,8.034,27320.19919,-10.63,-9999,-71.39,-9999,28.74,0.716,101.109,-9999,-9999,7.1,158.1
201405121200,-6.074,8.037,26942.21033,-10.65,-9999,-71.63,-9999,28.8,0.702,101.071,-9999,-9999,7.8,159.8
201405121215,-6.077,8.037,27099.71895,-10.66,-9999,-71.45,-9999,28.56,0.714,101.055,-9999,-9999,7.2,155.6
201405121230,-6.058,8.025,26863.44892,-10.72,-9999,-71.89,-9999,28.88,0.707,101.059,-9999,-9999,5.6,160.6
201405121245,-6.034,8.012,3166426.693,-9999,-9999,-9999,-9999,28.77,0.711,101.033,-9999,-9999,5.7,166.3
201405121300,-6.01,7.999,3166426.693,-9999,-9999,-9999,-9999,28.8,0.716,101.029,-9999,-9999,5.9,165.4
201405121315,-5.985,7.986,27603.61923,-10.55,-9999,-71.08,-9999,28.8,0.721,101.023,-9999,-9999,6.2,162.1
201405121330,-5.964,7.973,27666.59312,-10.55,-9999,-70.89,-9999,28.43,0.736,100.983,-9999,-9999,6.9,174.3
201405121345,-5.951,7.968,27461.91688,-10.6,-9999,-71.09,-9999,28.56,0.724,100.942,-9999,-9999,6.7,157.2
201405121400,-5.954,7.973,27603.61923,-10.56,-9999,-70.85,-9999,28.58,0.726,100.952,-9999,-9999,7.3,165
201405121415,-5.958,7.976,27351.69334,-10.6,-9999,-71,-9999,28.52,0.723,100.936,-9999,-9999,7.1,168
201405121430,-5.962,7.978,27871.23736,-10.55,-9999,-70.66,-9999,28.45,0.739,100.917,-9999,-9999,7.3,167.6
201405121445,-5.966,7.98,27509.1527,-10.56,-9999,-70.79,-9999,28.23,0.738,100.934,-9999,-9999,7.4,169.9
201405121500,-5.969,7.982,27635.10655,-10.55,-9999,-70.73,-9999,28.29,0.739,100.94,-9999,-9999,7.3,168.6
201405121515,-5.973,7.985,27524.89759,-10.55,-9999,-70.71,-9999,28.27,0.736,100.93,-9999,-9999,7.2,169.1
201405121530,-5.977,7.987,27461.91688,-10.57,-9999,-70.8,-9999,28.25,0.736,100.956,-9999,-9999,7.2,164.5
201405121545,-5.982,7.989,27603.61923,-10.56,-9999,-70.7,-9999,28.33,0.738,100.948,-9999,-9999,7.4,171.9
201405121600,-5.988,7.993,27666.59312,-10.53,-9999,-70.57,-9999,28.26,0.741,101.001,-9999,-9999,7.5,173.6
201405121615,-5.995,7.997,27603.61923,-10.53,-9999,-70.61,-9999,28.1,0.747,101.012,-9999,-9999,7.3,172.9
201405121630,-6.001,8.001,27698.07894,-10.51,-9999,-70.49,-9999,28.04,0.752,101.023,-9999,-9999,6.7,168
201405121645,-6.008,8.005,27304.45184,-10.53,-9999,-70.64,-9999,28.1,0.739,101.042,-9999,-9999,6.3,165.4
201405121700,-6.012,8.001,27446.17123,-10.51,-9999,-70.56,-9999,27.98,0.747,101.058,-9999,-9999,5.7,163.1
201405121715,-6.003,7.987,27792.53183,-10.49,-9999,-70.34,-9999,27.91,0.759,101.067,-9999,-9999,6,167.2
201405121730,-6.005,7.979,27509.1527,-10.53,-9999,-70.55,-9999,27.8,0.754,101.073,-9999,-9999,6.1,166.3
201405121745,-6.007,7.981,27509.1527,-10.51,-9999,-70.5,-9999,27.83,0.757,101.085,-9999,-9999,6.4,162.2
201405121800,-6.008,7.982,27855.49664,-10.45,-9999,-70.19,-9999,27.92,0.758,101.096,-9999,-9999,5.6,147.2
201405121815,-6.008,7.984,28075.84961,-10.42,-9999,-69.91,-9999,27.91,0.764,101.1,-9999,-9999,5.2,145.3
201405121830,-6.008,7.985,27446.17123,-10.43,-9999,-70,-9999,27.96,0.745,101.1,-9999,-9999,5.6,144.2
201405121845,-6.007,7.987,27902.71825,-10.41,-9999,-69.92,-9999,28,0.76,101.108,-9999,-9999,6.1,145.2
201405121900,-6.007,7.988,27556.38682,-10.45,-9999,-70.02,-9999,28.02,0.748,101.125,-9999,-9999,5.8,145.3
201405121915,-6.004,7.997,27792.53183,-10.42,-9999,-69.93,-9999,28.01,0.755,101.123,-9999,-9999,6.5,161.9
201405121930,-5.999,7.999,27524.89759,-10.43,-9999,-70.03,-9999,28,0.748,101.132,-9999,-9999,7.6,166.7
201405121945,-6.008,7.998,27493.40762,-10.45,-9999,-70.19,-9999,27.95,0.75,101.136,-9999,-9999,8,167.7
201405122000,-6.007,7.979,27524.89759,-10.48,-9999,-70.22,-9999,28,0.75,101.174,-9999,-9999,7.3,167.2
201405122015,-6.001,7.943,27792.53183,-10.45,-9999,-70.14,-9999,27.98,0.756,101.192,-9999,-9999,8.1,166.1
201405122030,-6,7.903,27902.71825,-10.43,-9999,-70.19,-9999,27.91,0.761,101.2,-9999,-9999,8.8,166.6
201405122045,-6,7.859,28028.63424,-10.4,-9999,-70.07,-9999,27.91,0.765,101.207,-9999,-9999,9.4,166.1
201405122100,-6,7.812,28044.37289,-10.37,-9999,-70.12,-9999,27.9,0.764,101.227,-9999,-9999,9.6,165.1
201405122115,-6,7.766,27997.15638,-10.37,-9999,-70.07,-9999,27.9,0.762,101.241,-9999,-9999,9.2,164.3
201405122130,-6,7.72,28107.32558,-10.34,-9999,-70.03,-9999,27.89,0.768,101.243,-9999,-9999,9.8,166.3
201405122145,-6,7.675,28186.01219,-10.31,-9999,-69.93,-9999,27.8,0.774,101.247,-9999,-9999,9,167.9
201405122200,-6,7.628,27902.71825,-10.34,-9999,-70.17,-9999,27.8,0.767,101.25,-9999,-9999,9.1,167.2
201405122215,-6,7.581,28138.80079,-10.31,-9999,-69.93,-9999,27.8,0.772,101.25,-9999,-9999,9.4,165.7
201405122230,-6,7.535,27949.93817,-10.33,-9999,-70.11,-9999,27.79,0.766,101.243,-9999,-9999,9.4,162.4
201405122245,-6,7.488,27965.67776,-10.34,-9999,-70.15,-9999,27.71,0.773,101.237,-9999,-9999,9.2,163.4
201405122300,-6,7.442,27934.19839,-10.33,-9999,-70.19,-9999,27.69,0.774,101.248,-9999,-9999,8.6,162.2
201405122315,-6,7.394,28154.53811,-10.29,-9999,-69.98,-9999,27.6,0.784,101.233,-9999,-9999,9,163.6
201405122330,-6,7.347,28264.69406,-10.25,-9999,-69.96,-9999,27.5,0.787,101.224,-9999,-9999,9.4,165.9
201405122345,-6,7.3,28123.06328,-10.29,-9999,-70.07,-9999,27.42,0.789,101.206,-9999,-9999,9.1,166.5
201405130000,-6,7.254,28012.8954,-10.28,-9999,-70.24,-9999,27.4,0.784,101.189,-9999,-9999,9.2,164.5
201405130015,-6,7.208,28170.27524,-10.23,-9999,-70.1,-9999,27.36,0.793,101.163,-9999,-9999,9.4,165
201405130030,-6,7.163,27981.41717,-10.25,-9999,-70.14,-9999,27.3,0.788,101.144,-9999,-9999,9.5,162.1
201405130045,-6,7.116,27792.53183,-10.28,-9999,-70.36,-9999,27.26,0.785,101.141,-9999,-9999,9.1,165.9
201405130100,-6,7.07,27824.01461,-10.27,-9999,-70.36,-9999,27.18,0.791,101.141,-9999,-9999,9.1,166.8
201405130115,-6,7.024,27461.91688,-10.31,-9999,-70.6,-9999,27.2,0.778,101.131,-9999,-9999,8.6,162.2
201405130130,-6,6.978,27194.21503,-10.32,-9999,-70.82,-9999,27.2,0.773,101.131,-9999,-9999,8.3,161.3
201405130145,-6,6.932,27540.6423,-10.27,-9999,-70.56,-9999,27.13,0.784,101.128,-9999,-9999,8.7,161.8
