TIMESTAMP,Delta_18O,Delta_D,Latitude,Longitude,Landscape
201404110817,-11.91,"	-76.96",16.79S,145.70E,Coast
201404110818,-11.92,"	-76.95",16.79S,145.70E,Coast
201404110818,-11.87,"	-76.97",16.79S,145.70E,Coast
201404110819,-11.96,"	-77.00",16.79S,145.70E,Coast
201404110819,-11.93,"	-77.24",16.79S,145.70E,Coast
201404110820,-12.05,"	-77.22",16.79S,145.70E,Coast
201404110820,-12.02,"	-77.33",16.79S,145.70E,Coast
201404110820,-11.96,"	-76.92",16.79S,145.70E,Coast
201404110821,-11.89,"	-76.76",16.79S,145.70E,Coast
201404110821,-11.97,"	-77.12",16.79S,145.70E,Coast
201404110822,-12,"	-77.52",16.79S,145.70E,Coast
201404110822,-12.04,"	-77.50",16.79S,145.70E,Coast
201404110823,-11.93,"	-77.43",16.79S,145.70E,Coast
201404110823,-12.04,"	-77.59",16.79S,145.70E,Coast
201404110823,-12.03,"	-77.59",16.79S,145.70E,Coast
201404110824,-12,"	-77.51",16.79S,145.70E,Coast
201404110824,-11.98,"	-77.47",16.79S,145.70E,Coast
201404110825,-11.95,"	-77.20",16.79S,145.70E,Coast
201404110825,-11.92,"	-77.18",16.79S,145.70E,Coast
201404110825,-11.93,"	-77.16",16.79S,145.70E,Coast
201404110826,-11.96,"	-77.34",16.79S,145.70E,Coast
201404110826,-12.06,"	-77.74",16.79S,145.70E,Coast
201404110827,-12.03,"	-77.87",16.79S,145.70E,Coast
201404110827,-12.09,"	-78.01",16.79S,145.70E,Coast
201404110828,-12.19,"	-78.35",16.79S,145.70E,Coast
201404110828,-12.17,"	-78.31",16.79S,145.70E,Coast
201404110828,-12.17,"	-78.14",16.79S,145.70E,Coast
201404110829,-12.12,"	-78.34",16.79S,145.70E,Coast
201404110829,-12.13,"	-78.30",16.79S,145.70E,Coast
201404110830,-12.12,"	-78.44",16.79S,145.70E,Coast
201404110830,-12.12,"	-78.61",16.79S,145.70E,Coast
201404110831,-12.16,"	-78.89",16.79S,145.70E,Coast
201404110831,-12.23,"	-79.17",16.79S,145.70E,Coast
201404110831,-12.37,"	-79.45",16.79S,145.70E,Coast
201404110832,-12.33,"	-79.78",16.79S,145.70E,Coast
201404110832,-12.26,"	-79.85",16.79S,145.70E,Coast
201404110833,-12.34,"	-80.35",16.79S,145.70E,Coast
201404110833,-12.4,"	-80.93",16.79S,145.70E,Coast
201404110834,-12.52,"	-81.60",16.79S,145.70E,Coast
201404110834,-12.67,"	-82.41",16.79S,145.70E,Coast
201404110834,-12.63,"	-82.59",16.79S,145.70E,Coast
201404110835,-12.65,"	-82.62",16.79S,145.70E,Coast
201404110835,-12.57,"	-82.48",16.79S,145.70E,Coast
201404110836,-12.52,"	-81.91",16.79S,145.70E,Coast
201404110836,-12.54,"	-82.03",16.79S,145.70E,Coast
201404110837,-12.63,"	-82.53",16.79S,145.70E,Coast
201404110837,-12.58,"	-82.74",16.79S,145.70E,Coast
201404110837,-12.57,"	-82.88",16.79S,145.70E,Coast
201404110838,-12.57,"	-82.84",16.79S,145.70E,Coast
201404110838,-12.76,"	-83.58",16.79S,145.70E,Coast
201404110839,-12.77,"	-83.79",16.79S,145.70E,Coast
201404110839,-12.72,"	-83.99",16.79S,145.70E,Coast
201404110840,-12.86,"	-84.49",16.79S,145.70E,Coast
201404110840,-12.87,"	-85.07",16.79S,145.70E,Coast
201404110840,-12.96,"	-85.20",16.79S,145.70E,Coast
201404110841,-13.03,"	-85.78",16.79S,145.70E,Coast
201404110841,-13.14,"	-86.47",16.79S,145.70E,Coast
201404110842,-13.06,"	-86.42",16.79S,145.70E,Coast
201404110842,-13.01,"	-86.39",16.79S,145.70E,Coast
201404110843,-12.98,"	-86.23",16.79S,145.70E,Coast
201404110843,-13.08,"	-86.37",16.79S,145.70E,Coast
201404110843,-13.1,"	-86.63",16.79S,145.70E,Coast
201404110844,-13.11,"	-86.63",16.79S,145.70E,Coast
201404110844,-13.01,"	-86.26",16.79S,145.70E,Coast
201404110845,-12.91,"	-86.22",16.79S,145.70E,Coast
201404110845,-13.09,"	-86.38",16.79S,145.70E,Coast
201404110846,-13.04,"	-86.39",16.79S,145.70E,Coast
201404110846,-13.03,"	-86.46",16.79S,145.70E,Coast
201404110846,-13.05,"	-86.63",16.79S,145.70E,Coast
201404110847,-13.06,"	-87.08",16.79S,145.70E,Coast
201404110847,-13.08,"	-87.46",16.79S,145.70E,Coast
201404110848,-13.15,"	-87.71",16.79S,145.70E,Coast
201404110848,-13.26,"	-88.36",16.79S,145.70E,Coast
201404110849,-13.42,"	-89.00",16.79S,145.70E,Coast
201404110849,-13.39,"	-89.70",16.79S,145.70E,Coast
201404110849,-13.55,"	-89.93",16.79S,145.70E,Coast
201404110850,-13.5,"	-90.17",16.79S,145.70E,Coast
201404110850,-13.54,"	-90.35",16.79S,145.70E,Coast
201404110851,-13.6,"	-90.56",16.79S,145.70E,Coast
201404110851,-13.58,"	-90.93",16.79S,145.70E,Coast
201404110852,-13.69,"	-91.13",16.79S,145.70E,Coast
201404110852,-13.74,"	-91.93",16.79S,145.70E,Coast
201404110852,-13.78,"	-92.32",16.79S,145.70E,Coast
201404110853,-13.77,"	-92.49",16.79S,145.70E,Coast
201404110853,-14.05,"	-93.84",16.79S,145.70E,Coast
201404110854,-14.29,"	-95.40",16.79S,145.70E,Coast
201404110854,-14.32,"	-96.39",16.79S,145.70E,Coast
201404110855,-14.41,"	-96.90",16.79S,145.70E,Coast
201404110855,-14.44,"	-97.22",16.79S,145.70E,Coast
201404110855,-14.51,"	-97.45",16.79S,145.70E,Coast
201404110856,-14.51,"	-98.13",16.79S,145.70E,Coast
201404110856,-14.61,"	-98.59",16.79S,145.70E,Coast
201404110857,-14.61,"	-98.83",16.79S,145.70E,Coast
201404110857,-14.63,"	-98.92",16.79S,145.70E,Coast
201404110858,-14.62,"	-99.15",16.79S,145.70E,Coast
201404110858,-14.73,"	-99.56",16.79S,145.70E,Coast
201404110858,-14.72,"	-99.84",16.79S,145.70E,Coast
201404110859,-14.81,"	-99.85",16.79S,145.70E,Coast
201404110859,-14.78,"	-100.1",16.79S,145.70E,Coast
201404110900,-14.72,"	-100.2",16.79S,145.70E,Coast
201404110900,-14.72,"	-100.3",16.79S,145.70E,Coast
201404110901,-14.7,"	-100.3",16.79S,145.70E,Coast
201404110901,-14.78,"	-100.4",16.79S,145.70E,Coast
201404110901,-14.79,"	-100.9",16.79S,145.70E,Coast
201404110902,-14.94,"	-101.3",16.79S,145.70E,Coast
201404110902,-14.94,"	-101.6",16.79S,145.70E,Coast
201404110903,-15,"	-101.8",16.79S,145.70E,Coast
201404110903,-14.94,"	-101.8",16.79S,145.70E,Coast
201404110904,-14.99,"	-101.9",16.79S,145.70E,Coast
201404110904,-14.93,"	-101.6",16.79S,145.70E,Coast
201404110904,-14.98,"	-101.8",16.79S,145.70E,Coast
201404110905,-14.96,"	-102.1",16.79S,145.70E,Coast
201404110905,-14.98,"	-102.5",16.79S,145.70E,Coast
201404110906,-15.02,"	-102.4",16.79S,145.70E,Coast
201404110906,-15.03,"	-102.7",16.79S,145.70E,Coast
201404110907,-15.09,"	-102.7",16.79S,145.70E,Coast
201404110907,-15.08,"	-102.9",16.79S,145.70E,Coast
201404110907,-15.12,"	-102.9",16.79S,145.70E,Coast
201404110908,-15.09,"	-103.0",16.79S,145.70E,Coast
201404110908,-15.05,"	-102.6",16.79S,145.70E,Coast
201404110909,-15.01,"	-102.4",16.79S,145.70E,Coast
201404110909,-15.09,"	-102.2",16.79S,145.70E,Coast
201404110910,-15.02,"	-102.1",16.79S,145.70E,Coast
201404110910,-14.89,"	-101.7",16.79S,145.70E,Coast
201404110910,-14.91,"	-101.6",16.79S,145.70E,Coast
201404110911,-14.85,"	-101.3",16.79S,145.70E,Coast
201404110911,-14.8,"	-101.0",16.79S,145.70E,Coast
201404110912,-14.76,"	-100.8",16.79S,145.70E,Coast
201404110912,-14.78,"	-100.5",16.79S,145.70E,Coast
201404110913,-14.76,"	-100.2",16.79S,145.70E,Coast
201404110913,-14.73,"	-100.2",16.79S,145.70E,Coast
201404110913,-14.74,"	-100.2",16.79S,145.70E,Coast
201404110914,-14.72,"	-100.1",16.79S,145.70E,Coast
201404110914,-14.67,"	-99.95",16.79S,145.70E,Coast
201404110915,-14.58,"	-99.93",16.79S,145.70E,Coast
201404110915,-14.68,"	-100.1",16.79S,145.70E,Coast
201404110915,-14.57,"	-99.54",16.79S,145.70E,Coast
201404110916,-14.56,"	-99.28",16.79S,145.70E,Coast
201404110916,-14.56,"	-99.36",16.79S,145.70E,Coast
201404110917,-14.49,"	-99.11",16.79S,145.70E,Coast
201404110917,-14.48,"	-98.76",16.79S,145.70E,Coast
201404110918,-14.4,"	-98.61",16.79S,145.70E,Coast
201404110918,-14.53,"	-98.77",16.79S,145.70E,Coast
201404110918,-14.43,"	-98.72",16.79S,145.70E,Coast
201404110919,-14.47,"	-98.76",16.79S,145.70E,Coast
201404110919,-14.53,"	-98.83",16.79S,145.70E,Coast
201404110920,-14.56,"	-98.72",16.79S,145.70E,Coast
201404110920,-14.44,"	-98.63",16.79S,145.70E,Coast
201404110921,-14.47,"	-98.45",16.79S,145.70E,Coast
201404110921,-14.42,"	-98.41",16.79S,145.70E,Coast
201404110921,-14.48,"	-98.50",16.79S,145.70E,Coast
201404110922,-14.41,"	-98.33",16.79S,145.70E,Coast
201404110922,-14.51,"	-98.00",16.79S,145.70E,Coast
201404110923,-14.42,"	-97.74",16.79S,145.70E,Coast
201404110923,-14.45,"	-97.84",16.79S,145.70E,Coast
201404110924,-14.32,"	-97.42",16.79S,145.70E,Coast
201404110924,-14.35,"	-97.28",16.79S,145.70E,Coast
201404110924,-14.33,"	-97.08",16.79S,145.70E,Coast
201404110925,-14.26,"	-96.86",16.79S,145.70E,Coast
201404110925,-14.19,"	-96.57",16.79S,145.70E,Coast
201404110926,-14.24,"	-96.56",16.79S,145.70E,Coast
201404110926,-14.32,"	-96.61",16.79S,145.70E,Coast
201404110927,-14.24,"	-96.72",16.79S,145.70E,Coast
201404110927,-14.19,"	-96.52",16.79S,145.70E,Coast
201404110927,-14.22,"	-96.32",16.79S,145.70E,Coast
201404110928,-14.22,"	-96.34",16.79S,145.70E,Coast
201404110928,-14.19,"	-96.13",16.79S,145.70E,Coast
201404110929,-14.18,"	-96.29",16.79S,145.70E,Coast
201404110929,-14.16,"	-96.09",16.79S,145.70E,Coast
201404110930,-14.09,"	-95.89",16.79S,145.70E,Coast
201404110930,-14.14,"	-95.63",16.79S,145.70E,Coast
201404110930,-14.12,"	-95.56",16.79S,145.70E,Coast
201404110931,-14.04,"	-95.60",16.79S,145.70E,Coast
201404110931,-14.04,"	-95.33",16.79S,145.70E,Coast
201404110932,-14.02,"	-95.23",16.79S,145.70E,Coast
201404110932,-14.08,"	-95.20",16.79S,145.70E,Coast
201404110933,-14,"	-95.26",16.79S,145.70E,Coast
201404110933,-14.08,"	-95.49",16.79S,145.70E,Coast
201404110933,-14.06,"	-95.43",16.79S,145.70E,Coast
201404110934,-14.08,"	-95.33",16.79S,145.70E,Coast
201404110934,-14.05,"	-95.49",16.79S,145.70E,Coast
201404110935,-14.12,"	-95.68",16.79S,145.70E,Coast
201404110935,-14.17,"	-95.87",16.79S,145.70E,Coast
201404110936,-14.2,"	-95.87",16.79S,145.70E,Coast
201404110936,-14.18,"	-95.73",16.79S,145.70E,Coast
201404110936,-14.12,"	-95.93",16.79S,145.70E,Coast
201404110937,-14.18,"	-95.66",16.79S,145.70E,Coast
201404110937,-14.16,"	-95.53",16.79S,145.70E,Coast
201404110938,-14.15,"	-95.63",16.79S,145.70E,Coast
201404110938,-14.15,"	-95.67",16.79S,145.70E,Coast
201404110939,-14.19,"	-96.01",16.79S,145.70E,Coast
201404110939,-14.21,"	-96.02",16.79S,145.70E,Coast
201404110939,-14.21,"	-95.97",16.79S,145.70E,Coast
201404110940,-14.21,"	-96.01",16.79S,145.70E,Coast
201404110940,-14.23,"	-96.11",16.79S,145.70E,Coast
201404110941,-14.11,"	-96.13",16.79S,145.70E,Coast
201404110941,-14.18,"	-95.88",16.79S,145.70E,Coast
201404110942,-14.24,"	-96.04",16.79S,145.70E,Coast
201404110942,-14.23,"	-96.17",16.79S,145.70E,Coast
201404110942,-14.14,"	-96.00",16.79S,145.70E,Coast
201404110943,-14.1,"	-96.23",16.79S,145.70E,Coast
201404110943,-14.12,"	-95.96",16.79S,145.70E,Coast
201404110944,-14.2,"	-95.94",16.79S,145.70E,Coast
201404110944,-14.14,"	-95.77",16.79S,145.70E,Coast
201404110945,-14.24,"	-95.73",16.79S,145.70E,Coast
201404110945,-14.21,"	-96.04",16.79S,145.70E,Coast
201404110945,-14.23,"	-96.21",16.79S,145.70E,Coast
201404110946,-14.17,"	-96.22",16.79S,145.70E,Coast
201404110946,-14.2,"	-96.32",16.79S,145.70E,Coast
201404110947,-14.31,"	-96.31",16.79S,145.70E,Coast
201404110947,-14.28,"	-96.41",16.79S,145.70E,Coast
201404110948,-14.29,"	-96.61",16.79S,145.70E,Coast
201404110948,-14.36,"	-96.61",16.79S,145.70E,Coast
201404110948,-14.31,"	-96.64",16.79S,145.70E,Coast
201404110949,-14.27,"	-96.60",16.79S,145.70E,Coast
201404110949,-14.33,"	-96.55",16.79S,145.70E,Coast
201404110950,-14.28,"	-96.58",16.79S,145.70E,Coast
201404110950,-14.38,"	-96.49",16.79S,145.70E,Coast
201404110951,-14.33,"	-96.65",16.79S,145.70E,Coast
201404110951,-14.36,"	-96.81",16.79S,145.70E,Coast
201404110951,-14.42,"	-96.72",16.79S,145.70E,Coast
201404110952,-14.31,"	-96.77",16.79S,145.70E,Coast
201404110952,-14.41,"	-97.08",16.79S,145.70E,Coast
201404110953,-14.37,"	-97.09",16.79S,145.70E,Coast
201404110953,-14.36,"	-96.86",16.79S,145.70E,Coast
201404110954,-14.4,"	-97.20",16.79S,145.70E,Coast
201404110954,-14.43,"	-97.50",16.79S,145.70E,Coast
201404110954,-14.47,"	-97.77",16.79S,145.70E,Coast
201404110955,-14.54,"	-97.80",16.79S,145.70E,Coast
201404110955,-14.5,"	-98.13",16.79S,145.70E,Coast
201404110956,-14.47,"	-97.93",16.79S,145.70E,Coast
201404110956,-14.46,"	-97.64",16.79S,145.70E,Coast
201404110957,-14.42,"	-97.60",16.79S,145.70E,Coast
201404110957,-14.46,"	-97.67",16.79S,145.70E,Coast
201404110957,-14.43,"	-97.60",16.79S,145.70E,Coast
201404110958,-14.42,"	-97.74",16.79S,145.70E,Coast
201404110958,-14.57,"	-98.07",16.79S,145.70E,Coast
201404110959,-14.6,"	-98.36",16.79S,145.70E,Coast
201404110959,-14.7,"	-98.64",16.79S,145.70E,Coast
201404111000,-14.67,"	-99.17",16.79S,145.70E,Coast
201404111000,-14.69,"	-99.43",16.79S,145.70E,Coast
201404111000,-14.75,"	-99.60",16.79S,145.70E,Coast
201404111001,-14.74,"	-99.59",16.79S,145.70E,Coast
201404111001,-14.74,"	-99.57",16.79S,145.70E,Coast
201404111002,-14.73,"	-99.65",16.79S,145.70E,Coast
201404111002,-14.72,"	-99.61",16.79S,145.70E,Coast
201404111002,-14.7,"	-99.61",16.79S,145.70E,Coast
201404111003,-14.82,"	-100.1",16.79S,145.70E,Coast
201404111003,-14.9,"	-100.4",16.79S,145.70E,Coast
201404111004,-14.85,"	-100.7",16.79S,145.70E,Coast
201404111004,-14.91,"	-100.2",16.79S,145.70E,Coast
201404111005,-14.85,"	-100.2",16.79S,145.70E,Coast
201404111005,-14.88,"	-100.4",16.79S,145.70E,Coast
201404111005,-14.95,"	-100.7",16.79S,145.70E,Coast
201404111006,-14.86,"	-100.7",16.79S,145.70E,Coast
201404111006,-14.9,"	-100.9",16.79S,145.70E,Coast
201404111007,-14.93,"	-100.8",16.79S,145.70E,Coast
201404111007,-14.82,"	-100.5",16.79S,145.70E,Coast
201404111008,-14.81,"	-100.4",16.79S,145.70E,Coast
201404111008,-14.95,"	-100.8",16.79S,145.70E,Coast
201404111008,-15.05,"	-101.5",16.79S,145.70E,Coast
201404111009,-14.99,"	-101.5",16.79S,145.70E,Coast
201404111009,-15.03,"	-101.9",16.79S,145.70E,Coast
201404111010,-14.9,"	-101.5",16.79S,145.70E,Coast
201404111010,-14.92,"	-101.4",16.79S,145.70E,Coast
201404111011,-14.98,"	-101.5",16.79S,145.70E,Coast
201404111011,-14.99,"	-101.5",16.79S,145.70E,Coast
201404111011,-14.98,"	-101.6",16.79S,145.70E,Coast
201404111012,-14.97,"	-101.3",16.79S,145.70E,Coast
201404111012,-14.87,"	-101.2",16.79S,145.70E,Coast
201404111013,-14.93,"	-101.3",16.79S,145.70E,Coast
201404111013,-15,"	-101.4",16.79S,145.70E,Coast
201404111014,-14.96,"	-101.6",16.79S,145.70E,Coast
201404111014,-15,"	-101.9",16.79S,145.70E,Coast
201404111014,-14.95,"	-101.8",16.79S,145.70E,Coast
201404111015,-14.89,"	-101.3",16.79S,145.70E,Coast
201404111015,-14.87,"	-101.3",16.79S,145.70E,Coast
201404111016,-14.86,"	-101.0",16.79S,145.70E,Coast
201404111016,-14.92,"	-101.0",16.79S,145.70E,Coast
201404111017,-15.1,"	-101.5",16.79S,145.70E,Coast
201404111017,-15.03,"	-102.0",16.79S,145.70E,Coast
201404111017,-15.01,"	-102.0",16.79S,145.70E,Coast
201404111018,-14.92,"	-101.3",16.79S,145.70E,Coast
201404111018,-14.91,"	-101.1",16.79S,145.70E,Coast
201404111019,-15.01,"	-101.5",16.79S,145.70E,Coast
201404111019,-15.02,"	-101.7",16.79S,145.70E,Coast
201404111020,-14.91,"	-101.5",16.79S,145.70E,Coast
201404111020,-14.84,"	-101.1",16.79S,145.70E,Coast
201404111020,-14.91,"	-101.0",16.79S,145.70E,Coast
201404111021,-14.87,"	-101.1",16.79S,145.70E,Coast
201404111021,-14.88,"	-101.7",16.79S,145.70E,Coast
201404111022,-15.16,"	-102.9",16.79S,145.70E,Coast
201404111022,-15.19,"	-103.1",16.79S,145.70E,Coast
201404111023,-15.22,"	-103.4",16.79S,145.70E,Coast
201404111023,-15.35,"	-104.3",16.79S,145.70E,Coast
201404111023,-15.42,"	-105.0",16.79S,145.70E,Coast
201404111024,-15.44,"	-105.3",16.79S,145.70E,Coast
201404111024,-15.53,"	-105.6",16.79S,145.70E,Coast
201404111025,-15.42,"	-105.2",16.79S,145.70E,Coast
201404111025,-15.36,"	-104.7",16.79S,145.70E,Coast
201404111026,-15.38,"	-104.7",16.79S,145.70E,Coast
201404111026,-15.41,"	-104.9",16.79S,145.70E,Coast
201404111026,-15.28,"	-104.7",16.79S,145.70E,Coast
201404111027,-15.11,"	-103.7",16.79S,145.70E,Coast
201404111027,-15.06,"	-103.3",16.79S,145.70E,Coast
201404111028,-15.08,"	-103.3",16.79S,145.70E,Coast
201404111028,-14.96,"	-102.8",16.79S,145.70E,Coast
201404111029,-14.91,"	-102.5",16.79S,145.70E,Coast
201404111029,-14.91,"	-102.6",16.79S,145.70E,Coast
201404111029,-15.09,"	-103.0",16.79S,145.70E,Coast
201404111030,-14.89,"	-102.8",16.79S,145.70E,Coast
201404111030,-14.93,"	-102.8",16.79S,145.70E,Coast
201404111031,-15.19,"	-103.6",16.79S,145.70E,Coast
201404111031,-15.31,"	-104.5",16.79S,145.70E,Coast
201404111032,-15.39,"	-105.3",16.79S,145.70E,Coast
201404111032,-15.48,"	-105.5",16.79S,145.70E,Coast
201404111032,-15.42,"	-105.7",16.79S,145.70E,Coast
201404111033,-15.48,"	-105.6",16.79S,145.70E,Coast
201404111033,-15.52,"	-105.4",16.79S,145.70E,Coast
201404111034,-15.63,"	-105.7",16.79S,145.70E,Coast
201404111034,-15.45,"	-105.6",16.79S,145.70E,Coast
201404111035,-15.46,"	-106.2",16.79S,145.70E,Coast
201404111035,-15.59,"	-106.6",16.79S,145.70E,Coast
201404111035,-15.75,"	-107.4",16.79S,145.70E,Coast
201404111036,-15.68,"	-107.7",16.79S,145.70E,Coast
201404111036,-15.73,"	-107.7",16.79S,145.70E,Coast
201404111037,-15.78,"	-108.1",16.79S,145.70E,Coast
201404111037,-15.9,"	-108.6",16.79S,145.70E,Coast
201404111038,-15.87,"	-108.7",16.79S,145.70E,Coast
201404111038,-15.82,"	-108.2",16.79S,145.70E,Coast
201404111038,-15.65,"	-107.7",16.79S,145.70E,Coast
201404111039,-15.65,"	-107.7",16.79S,145.70E,Coast
201404111039,-15.79,"	-108.3",16.79S,145.70E,Coast
201404111040,-15.75,"	-108.2",16.79S,145.70E,Coast
201404111040,-15.8,"	-108.1",16.79S,145.70E,Coast
201404111041,-15.67,"	-108.2",16.79S,145.70E,Coast
201404111041,-15.66,"	-108.1",16.79S,145.70E,Coast
201404111041,-15.73,"	-108.3",16.79S,145.70E,Coast
201404111042,-15.74,"	-108.6",16.79S,145.70E,Coast
201404111042,-15.86,"	-108.9",16.79S,145.70E,Coast
201404111043,-15.71,"	-108.3",16.79S,145.70E,Coast
201404111043,-15.71,"	-108.2",16.79S,145.70E,Coast
201404111044,-15.82,"	-108.8",16.79S,145.70E,Coast
201404111044,-15.73,"	-108.7",16.79S,145.70E,Coast
201404111044,-15.67,"	-108.6",16.79S,145.70E,Coast
201404111045,-15.7,"	-108.6",16.79S,145.70E,Coast
201404111045,-15.75,"	-108.2",16.79S,145.70E,Coast
201404111046,-15.7,"	-108.4",16.79S,145.70E,Coast
201404111046,-15.63,"	-108.0",16.79S,145.70E,Coast
201404111047,-15.62,"	-107.4",16.79S,145.70E,Coast
201404111047,-15.59,"	-107.7",16.79S,145.70E,Coast
201404111047,-15.69,"	-107.7",16.79S,145.70E,Coast
201404111048,-15.57,"	-107.0",16.79S,145.70E,Coast
201404111048,-15.55,"	-106.8",16.79S,145.70E,Coast
201404111049,-15.53,"	-106.6",16.79S,145.70E,Coast
201404111049,-15.41,"	-106.2",16.79S,145.70E,Coast
201404111050,-15.49,"	-106.0",16.79S,145.70E,Coast
201404111050,-15.43,"	-106.1",16.79S,145.70E,Coast
201404111050,-15.35,"	-105.8",16.79S,145.70E,Coast
201404111051,-15.43,"	-105.6",16.79S,145.70E,Coast
201404111051,-15.39,"	-106.0",16.79S,145.70E,Coast
201404111052,-15.45,"	-105.8",16.79S,145.70E,Coast
201404111052,-15.36,"	-105.3",16.79S,145.70E,Coast
201404111053,-15.29,"	-104.9",16.79S,145.70E,Coast
201404111053,-15.38,"	-105.2",16.79S,145.70E,Coast
201404111053,-15.37,"	-105.6",16.79S,145.70E,Coast
201404111054,-15.36,"	-105.5",16.79S,145.70E,Coast
201404111054,-15.36,"	-105.4",16.79S,145.70E,Coast
201404111055,-15.35,"	-105.5",16.79S,145.70E,Coast
201404111055,-15.31,"	-105.3",16.79S,145.70E,Coast
201404111055,-15.3,"	-105.1",16.79S,145.70E,Coast
201404111056,-15.18,"	-104.6",16.79S,145.70E,Coast
201404111056,-15.16,"	-104.2",16.79S,145.70E,Coast
201404111057,-15.16,"	-104.3",16.79S,145.70E,Coast
201404111057,-15.19,"	-104.3",16.79S,145.70E,Coast
201404111058,-15.19,"	-104.2",16.79S,145.70E,Coast
201404111058,-15.13,"	-103.9",16.79S,145.70E,Coast
201404111058,-15.14,"	-104.0",16.79S,145.70E,Coast
201404111059,-15.24,"	-104.6",16.79S,145.70E,Coast
201404111059,-15.22,"	-104.5",16.79S,145.70E,Coast
201404111100,-15.19,"	-104.6",16.79S,145.70E,Coast
201404111100,-15.27,"	-105.2",16.79S,145.70E,Coast
201404111101,-15.34,"	-105.4",16.79S,145.70E,Coast
201404111101,-15.33,"	-105.7",16.79S,145.70E,Coast
201404111101,-15.33,"	-105.9",16.79S,145.70E,Coast
201404111102,-15.3,"	-105.9",16.79S,145.70E,Coast
201404111102,-15.33,"	-105.7",16.79S,145.70E,Coast
201404111103,-15.33,"	-105.3",16.79S,145.70E,Coast
201404111103,-15.34,"	-105.5",16.79S,145.70E,Coast
201404111104,-15.33,"	-105.5",16.79S,145.70E,Coast
201404111104,-15.29,"	-105.5",16.79S,145.70E,Coast
201404111104,-15.33,"	-105.6",16.79S,145.70E,Coast
201404111105,-15.41,"	-106.0",16.79S,145.70E,Coast
201404111105,-15.35,"	-106.1",16.79S,145.70E,Coast
201404111106,-15.35,"	-106.5",16.79S,145.70E,Coast
201404111106,-15.4,"	-106.9",16.79S,145.70E,Coast
201404111107,-15.35,"	-107.0",16.79S,145.70E,Coast
201404111107,-15.41,"	-107.0",16.79S,145.70E,Coast
201404111107,-15.47,"	-107.5",16.79S,145.70E,Coast
201404111108,-15.54,"	-107.6",16.79S,145.70E,Coast
201404111108,-15.47,"	-107.6",16.79S,145.70E,Coast
201404111109,-15.47,"	-107.6",16.79S,145.70E,Coast
201404111109,-15.47,"	-107.4",16.79S,145.70E,Coast
201404111110,-15.36,"	-107.2",16.79S,145.70E,Coast
201404111110,-15.35,"	-107.2",16.79S,145.70E,Coast
201404111110,-15.38,"	-107.4",16.79S,145.70E,Coast
201404111111,-15.6,"	-107.8",16.79S,145.70E,Coast
201404111111,-15.57,"	-108.3",16.79S,145.70E,Coast
201404111112,-15.58,"	-108.4",16.79S,145.70E,Coast
201404111112,-15.54,"	-108.6",16.79S,145.70E,Coast
201404111113,-15.6,"	-108.3",16.79S,145.70E,Coast
201404111113,-15.57,"	-108.2",16.79S,145.70E,Coast
201404111113,-15.6,"	-108.4",16.79S,145.70E,Coast
201404111114,-15.58,"	-108.4",16.79S,145.70E,Coast
201404111114,-15.56,"	-108.2",16.79S,145.70E,Coast
201404111115,-15.54,"	-108.3",16.79S,145.70E,Coast
201404111115,-15.54,"	-108.3",16.79S,145.70E,Coast
201404111116,-15.48,"	-108.1",16.79S,145.70E,Coast
201404111116,-15.59,"	-108.3",16.79S,145.70E,Coast
201404111116,-15.64,"	-108.5",16.79S,145.70E,Coast
201404111117,-15.6,"	-108.5",16.79S,145.70E,Coast
201404111117,-15.61,"	-108.4",16.79S,145.70E,Coast
201404111118,-15.57,"	-108.6",16.79S,145.70E,Coast
201404111118,-15.65,"	-108.6",16.79S,145.70E,Coast
201404111119,-15.55,"	-108.8",16.79S,145.70E,Coast
201404111119,-15.63,"	-108.8",16.79S,145.70E,Coast
201404111119,-15.61,"	-108.7",16.79S,145.70E,Coast
201404111120,-15.6,"	-108.4",16.79S,145.70E,Coast
201404111120,-15.58,"	-108.6",16.79S,145.70E,Coast
201404111121,-15.69,"	-109.0",16.79S,145.70E,Coast
201404111121,-15.65,"	-108.8",16.79S,145.70E,Coast
201404111122,-15.56,"	-108.6",16.79S,145.70E,Coast
201404111122,-15.71,"	-108.8",16.79S,145.70E,Coast
201404111122,-15.63,"	-109.0",16.79S,145.70E,Coast
201404111123,-15.64,"	-109.2",16.79S,145.70E,Coast
201404111123,-15.76,"	-109.6",16.79S,145.70E,Coast
201404111124,-15.76,"	-109.6",16.79S,145.70E,Coast
201404111124,-15.74,"	-109.7",16.79S,145.70E,Coast
201404111125,-15.73,"	-109.6",16.79S,145.70E,Coast
201404111125,-15.7,"	-109.5",16.79S,145.70E,Coast
201404111125,-15.66,"	-109.0",16.79S,145.70E,Coast
201404111126,-15.65,"	-109.1",16.79S,145.70E,Coast
201404111126,-15.8,"	-109.3",16.79S,145.70E,Coast
201404111127,-15.86,"	-109.8",16.79S,145.70E,Coast
201404111127,-15.87,"	-109.8",16.79S,145.70E,Coast
201404111128,-15.83,"	-109.9",16.79S,145.70E,Coast
201404111128,-15.8,"	-110.0",16.79S,145.70E,Coast
201404111128,-15.71,"	-109.5",16.79S,145.70E,Coast
201404111129,-15.58,"	-108.9",16.79S,145.70E,Coast
201404111129,-15.62,"	-108.6",16.79S,145.70E,Coast
