TIMESTAMP,Delta_18O,Delta_D,Latitude,Longitude,Landscape
201404101915,-12.03,"	-74.93",16.79S,145.70E,Coast
201404101915,-11.99,"	-74.94",16.79S,145.70E,Coast
201404101916,-11.9,"	-75.01",16.79S,145.70E,Coast
201404101916,-11.87,"	-75.09",16.79S,145.70E,Coast
201404101917,-11.97,"	-75.13",16.79S,145.70E,Coast
201404101917,-11.95,"	-75.27",16.79S,145.70E,Coast
201404101917,-11.99,"	-75.34",16.79S,145.70E,Coast
201404101918,-11.99,"	-75.12",16.79S,145.70E,Coast
201404101918,-11.96,"	-75.12",16.79S,145.70E,Coast
201404101919,-11.92,"	-75.09",16.79S,145.70E,Coast
201404101919,-11.83,"	-74.93",16.79S,145.70E,Coast
201404101920,-11.83,"	-74.90",16.79S,145.70E,Coast
201404101920,-11.95,"	-74.86",16.79S,145.70E,Coast
201404101920,-11.89,"	-74.98",16.79S,145.70E,Coast
201404101921,-11.88,"	-75.03",16.79S,145.70E,Coast
201404101921,-11.92,"	-75.13",16.79S,145.70E,Coast
201404101922,-11.93,"	-75.03",16.79S,145.70E,Coast
201404101922,-11.92,"	-75.39",16.79S,145.70E,Coast
201404101923,-12.03,"	-75.32",16.79S,145.70E,Coast
201404101923,-11.96,"	-75.25",16.79S,145.70E,Coast
201404101923,-11.94,"	-75.36",16.79S,145.70E,Coast
201404101924,-11.9,"	-75.47",16.79S,145.70E,Coast
201404101924,-11.95,"	-75.17",16.79S,145.70E,Coast
201404101925,-11.88,"	-75.29",16.79S,145.70E,Coast
201404101925,-11.91,"	-75.20",16.79S,145.70E,Coast
201404101926,-11.89,"	-75.20",16.79S,145.70E,Coast
201404101926,-11.85,"	-75.27",16.79S,145.70E,Coast
201404101926,-11.88,"	-75.31",16.79S,145.70E,Coast
201404101927,-11.91,"	-75.23",16.79S,145.70E,Coast
201404101927,-11.95,"	-75.35",16.79S,145.70E,Coast
201404101928,-11.87,"	-75.31",16.79S,145.70E,Coast
201404101928,-11.89,"	-75.28",16.79S,145.70E,Coast
201404101929,-11.87,"	-75.16",16.79S,145.70E,Coast
201404101929,-11.87,"	-75.06",16.79S,145.70E,Coast
201404101929,-11.87,"	-75.03",16.79S,145.70E,Coast
201404101930,-11.85,"	-75.10",16.79S,145.70E,Coast
201404101930,-11.85,"	-74.90",16.79S,145.70E,Coast
201404101931,-11.85,"	-75.00",16.79S,145.70E,Coast
201404101931,-11.85,"	-74.91",16.79S,145.70E,Coast
201404101932,-11.83,"	-75.18",16.79S,145.70E,Coast
201404101932,-11.88,"	-75.36",16.79S,145.70E,Coast
201404101932,-11.85,"	-75.42",16.79S,145.70E,Coast
201404101933,-11.89,"	-75.24",16.79S,145.70E,Coast
201404101933,-11.89,"	-75.22",16.79S,145.70E,Coast
201404101934,-11.88,"	-75.30",16.79S,145.70E,Coast
201404101934,-11.92,"	-75.47",16.79S,145.70E,Coast
201404101935,-11.94,"	-75.34",16.79S,145.70E,Coast
201404101935,-11.9,"	-75.46",16.79S,145.70E,Coast
201404101935,-11.89,"	-75.35",16.79S,145.70E,Coast
201404101936,-11.86,"	-75.29",16.79S,145.70E,Coast
201404101936,-11.86,"	-75.56",16.79S,145.70E,Coast
201404101937,-11.85,"	-75.57",16.79S,145.70E,Coast
201404101937,-11.88,"	-75.45",16.79S,145.70E,Coast
201404101938,-11.86,"	-75.39",16.79S,145.70E,Coast
201404101938,-11.88,"	-75.33",16.79S,145.70E,Coast
201404101938,-11.87,"	-75.27",16.79S,145.70E,Coast
201404101939,-11.93,"	-75.52",16.79S,145.70E,Coast
201404101939,-11.88,"	-75.31",16.79S,145.70E,Coast
201404101940,-11.94,"	-75.51",16.79S,145.70E,Coast
201404101940,-11.82,"	-75.46",16.79S,145.70E,Coast
201404101941,-11.87,"	-75.59",16.79S,145.70E,Coast
201404101941,-11.92,"	-75.59",16.79S,145.70E,Coast
201404101941,-11.93,"	-75.64",16.79S,145.70E,Coast
201404101942,-11.86,"	-75.58",16.79S,145.70E,Coast
201404101942,-11.86,"	-75.58",16.79S,145.70E,Coast
201404101943,-11.89,"	-75.36",16.79S,145.70E,Coast
201404101943,-11.92,"	-75.53",16.79S,145.70E,Coast
201404101944,-11.91,"	-75.54",16.79S,145.70E,Coast
201404101944,-11.8,"	-75.53",16.79S,145.70E,Coast
201404101944,-11.93,"	-75.55",16.79S,145.70E,Coast
201404101945,-11.95,"	-75.74",16.79S,145.70E,Coast
201404101945,-11.86,"	-75.74",16.79S,145.70E,Coast
201404101946,-11.9,"	-75.71",16.79S,145.70E,Coast
201404101946,-11.85,"	-75.59",16.79S,145.70E,Coast
201404101947,-11.9,"	-75.55",16.79S,145.70E,Coast
201404101947,-11.86,"	-75.46",16.79S,145.70E,Coast
201404101947,-11.84,"	-75.44",16.79S,145.70E,Coast
201404101948,-11.94,"	-75.62",16.79S,145.70E,Coast
201404101948,-11.96,"	-75.64",16.79S,145.70E,Coast
201404101949,-11.89,"	-75.76",16.79S,145.70E,Coast
201404101949,-11.94,"	-75.61",16.79S,145.70E,Coast
201404101950,-11.87,"	-75.54",16.79S,145.70E,Coast
201404101950,-11.88,"	-75.77",16.79S,145.70E,Coast
201404101950,-11.98,"	-75.79",16.79S,145.70E,Coast
201404101951,-11.96,"	-75.84",16.79S,145.70E,Coast
201404101951,-11.9,"	-75.74",16.79S,145.70E,Coast
201404101952,-11.92,"	-75.74",16.79S,145.70E,Coast
201404101952,-11.95,"	-75.72",16.79S,145.70E,Coast
201404101953,-11.89,"	-75.82",16.79S,145.70E,Coast
201404101953,-11.93,"	-75.75",16.79S,145.70E,Coast
201404101953,-11.79,"	-75.62",16.79S,145.70E,Coast
201404101954,-11.95,"	-75.69",16.79S,145.70E,Coast
201404101954,-11.95,"	-75.57",16.79S,145.70E,Coast
201404101955,-11.84,"	-75.31",16.79S,145.70E,Coast
201404101955,-11.82,"	-75.37",16.79S,145.70E,Coast
201404101956,-11.83,"	-75.37",16.79S,145.70E,Coast
201404101956,-11.93,"	-75.56",16.79S,145.70E,Coast
201404101956,-11.88,"	-75.57",16.79S,145.70E,Coast
201404101957,-11.85,"	-75.47",16.79S,145.70E,Coast
201404101957,-11.87,"	-75.62",16.79S,145.70E,Coast
201404101958,-11.86,"	-75.57",16.79S,145.70E,Coast
201404101958,-11.84,"	-75.49",16.79S,145.70E,Coast
201404101958,-11.8,"	-75.46",16.79S,145.70E,Coast
201404101959,-11.79,"	-75.50",16.79S,145.70E,Coast
201404101959,-11.81,"	-75.50",16.79S,145.70E,Coast
201404102000,-11.77,"	-75.47",16.79S,145.70E,Coast
201404102000,-11.8,"	-75.25",16.79S,145.70E,Coast
201404102001,-11.8,"	-75.14",16.79S,145.70E,Coast
201404102001,-11.91,"	-75.36",16.79S,145.70E,Coast
201404102001,-11.86,"	-75.37",16.79S,145.70E,Coast
201404102002,-11.82,"	-75.46",16.79S,145.70E,Coast
201404102002,-11.84,"	-75.27",16.79S,145.70E,Coast
201404102003,-11.87,"	-75.30",16.79S,145.70E,Coast
201404102003,-11.78,"	-75.35",16.79S,145.70E,Coast
201404102004,-11.88,"	-75.46",16.79S,145.70E,Coast
201404102004,-11.84,"	-75.30",16.79S,145.70E,Coast
201404102004,-11.89,"	-75.39",16.79S,145.70E,Coast
201404102005,-11.78,"	-75.42",16.79S,145.70E,Coast
201404102005,-11.81,"	-75.52",16.79S,145.70E,Coast
201404102006,-11.87,"	-75.42",16.79S,145.70E,Coast
201404102006,-11.94,"	-75.46",16.79S,145.70E,Coast
201404102007,-11.84,"	-75.53",16.79S,145.70E,Coast
201404102007,-11.8,"	-75.52",16.79S,145.70E,Coast
201404102007,-11.84,"	-75.60",16.79S,145.70E,Coast
201404102008,-11.84,"	-75.61",16.79S,145.70E,Coast
201404102008,-11.86,"	-75.46",16.79S,145.70E,Coast
201404102009,-11.87,"	-75.69",16.79S,145.70E,Coast
201404102009,-11.85,"	-75.47",16.79S,145.70E,Coast
201404102010,-11.86,"	-75.47",16.79S,145.70E,Coast
201404102010,-11.85,"	-75.48",16.79S,145.70E,Coast
201404102010,-11.84,"	-75.75",16.79S,145.70E,Coast
201404102011,-11.81,"	-75.75",16.79S,145.70E,Coast
201404102011,-11.84,"	-75.75",16.79S,145.70E,Coast
201404102012,-11.85,"	-75.58",16.79S,145.70E,Coast
201404102012,-11.79,"	-75.71",16.79S,145.70E,Coast
201404102013,-11.83,"	-75.38",16.79S,145.70E,Coast
201404102013,-11.92,"	-75.57",16.79S,145.70E,Coast
201404102013,-11.86,"	-75.64",16.79S,145.70E,Coast
201404102014,-11.91,"	-75.49",16.79S,145.70E,Coast
201404102014,-11.83,"	-75.46",16.79S,145.70E,Coast
201404102015,-11.89,"	-75.51",16.79S,145.70E,Coast
201404102015,-11.82,"	-75.30",16.79S,145.70E,Coast
201404102016,-11.83,"	-75.54",16.79S,145.70E,Coast
201404102016,-11.89,"	-75.57",16.79S,145.70E,Coast
201404102016,-11.77,"	-75.81",16.79S,145.70E,Coast
201404102017,-11.89,"	-75.82",16.79S,145.70E,Coast
201404102017,-11.96,"	-75.82",16.79S,145.70E,Coast
201404102018,-11.88,"	-75.79",16.79S,145.70E,Coast
201404102018,-11.85,"	-75.81",16.79S,145.70E,Coast
201404102019,-11.85,"	-75.69",16.79S,145.70E,Coast
201404102019,-11.81,"	-75.66",16.79S,145.70E,Coast
201404102019,-11.77,"	-75.73",16.79S,145.70E,Coast
201404102020,-11.76,"	-75.64",16.79S,145.70E,Coast
201404102020,-11.83,"	-75.60",16.79S,145.70E,Coast
201404102021,-11.86,"	-75.55",16.79S,145.70E,Coast
201404102021,-11.82,"	-75.42",16.79S,145.70E,Coast
201404102022,-11.83,"	-75.47",16.79S,145.70E,Coast
201404102022,-11.87,"	-75.39",16.79S,145.70E,Coast
201404102022,-11.83,"	-75.49",16.79S,145.70E,Coast
201404102023,-11.83,"	-75.35",16.79S,145.70E,Coast
201404102023,-11.8,"	-75.50",16.79S,145.70E,Coast
201404102024,-11.84,"	-75.45",16.79S,145.70E,Coast
201404102024,-11.86,"	-75.66",16.79S,145.70E,Coast
201404102025,-11.84,"	-75.65",16.79S,145.70E,Coast
201404102025,-11.91,"	-75.79",16.79S,145.70E,Coast
201404102025,-11.83,"	-75.83",16.79S,145.70E,Coast
201404102026,-11.95,"	-75.87",16.79S,145.70E,Coast
201404102026,-11.92,"	-75.68",16.79S,145.70E,Coast
201404102027,-11.89,"	-75.71",16.79S,145.70E,Coast
201404102027,-11.9,"	-75.92",16.79S,145.70E,Coast
201404102028,-11.85,"	-75.83",16.79S,145.70E,Coast
201404102028,-11.87,"	-75.85",16.79S,145.70E,Coast
201404102028,-11.81,"	-75.91",16.79S,145.70E,Coast
201404102029,-11.9,"	-75.90",16.79S,145.70E,Coast
201404102029,-11.89,"	-75.82",16.79S,145.70E,Coast
201404102030,-11.87,"	-75.67",16.79S,145.70E,Coast
201404102030,-11.91,"	-75.96",16.79S,145.70E,Coast
201404102031,-11.86,"	-76.06",16.79S,145.70E,Coast
201404102031,-11.89,"	-76.05",16.79S,145.70E,Coast
201404102031,-11.88,"	-76.04",16.79S,145.70E,Coast
201404102032,-11.87,"	-75.85",16.79S,145.70E,Coast
201404102032,-11.91,"	-75.83",16.79S,145.70E,Coast
201404102033,-11.88,"	-75.66",16.79S,145.70E,Coast
201404102033,-11.87,"	-75.81",16.79S,145.70E,Coast
201404102034,-11.89,"	-75.74",16.79S,145.70E,Coast
201404102034,-11.87,"	-75.85",16.79S,145.70E,Coast
201404102034,-11.93,"	-75.94",16.79S,145.70E,Coast
201404102035,-11.94,"	-75.93",16.79S,145.70E,Coast
201404102035,-11.86,"	-75.99",16.79S,145.70E,Coast
201404102036,-11.86,"	-75.86",16.79S,145.70E,Coast
201404102036,-11.87,"	-75.82",16.79S,145.70E,Coast
201404102037,-11.88,"	-75.82",16.79S,145.70E,Coast
201404102037,-11.87,"	-75.86",16.79S,145.70E,Coast
201404102037,-11.84,"	-75.66",16.79S,145.70E,Coast
201404102038,-11.86,"	-75.74",16.79S,145.70E,Coast
201404102038,-11.85,"	-75.75",16.79S,145.70E,Coast
201404102039,-11.81,"	-75.70",16.79S,145.70E,Coast
201404102039,-11.86,"	-75.72",16.79S,145.70E,Coast
201404102040,-11.82,"	-75.60",16.79S,145.70E,Coast
201404102040,-11.84,"	-75.47",16.79S,145.70E,Coast
201404102040,-11.96,"	-75.58",16.79S,145.70E,Coast
201404102041,-11.9,"	-75.79",16.79S,145.70E,Coast
201404102041,-11.87,"	-75.86",16.79S,145.70E,Coast
201404102042,-11.88,"	-75.72",16.79S,145.70E,Coast
201404102042,-11.87,"	-75.53",16.79S,145.70E,Coast
201404102042,-11.88,"	-75.74",16.79S,145.70E,Coast
201404102043,-11.92,"	-75.76",16.79S,145.70E,Coast
201404102043,-11.92,"	-75.81",16.79S,145.70E,Coast
201404102044,-11.9,"	-75.81",16.79S,145.70E,Coast
201404102044,-11.9,"	-75.70",16.79S,145.70E,Coast
201404102045,-11.92,"	-75.81",16.79S,145.70E,Coast
201404102045,-11.96,"	-75.92",16.79S,145.70E,Coast
201404102045,-11.92,"	-75.90",16.79S,145.70E,Coast
201404102046,-11.91,"	-75.72",16.79S,145.70E,Coast
201404102046,-11.92,"	-75.76",16.79S,145.70E,Coast
201404102047,-11.98,"	-75.97",16.79S,145.70E,Coast
201404102047,-11.96,"	-75.80",16.79S,145.70E,Coast
201404102048,-12.03,"	-75.76",16.79S,145.70E,Coast
201404102048,-11.99,"	-75.61",16.79S,145.70E,Coast
201404102048,-11.96,"	-75.84",16.79S,145.70E,Coast
201404102049,-11.9,"	-75.95",16.79S,145.70E,Coast
201404102049,-11.89,"	-75.78",16.79S,145.70E,Coast
201404102050,-11.85,"	-75.57",16.79S,145.70E,Coast
201404102050,-11.91,"	-75.60",16.79S,145.70E,Coast
201404102051,-11.8,"	-75.56",16.79S,145.70E,Coast
201404102051,-11.86,"	-75.50",16.79S,145.70E,Coast
201404102051,-11.9,"	-75.75",16.79S,145.70E,Coast
201404102052,-11.89,"	-75.66",16.79S,145.70E,Coast
201404102052,-11.92,"	-75.71",16.79S,145.70E,Coast
201404102053,-11.89,"	-75.74",16.79S,145.70E,Coast
201404102053,-11.91,"	-75.74",16.79S,145.70E,Coast
201404102054,-11.91,"	-75.72",16.79S,145.70E,Coast
201404102054,-12,"	-75.57",16.79S,145.70E,Coast
201404102054,-12.03,"	-75.74",16.79S,145.70E,Coast
201404102055,-11.94,"	-75.93",16.79S,145.70E,Coast
201404102055,-12.01,"	-75.89",16.79S,145.70E,Coast
201404102056,-12,"	-75.98",16.79S,145.70E,Coast
201404102056,-11.93,"	-76.05",16.79S,145.70E,Coast
201404102057,-11.92,"	-76.12",16.79S,145.70E,Coast
201404102057,-11.93,"	-76.01",16.79S,145.70E,Coast
201404102057,-11.97,"	-75.96",16.79S,145.70E,Coast
201404102058,-11.99,"	-75.97",16.79S,145.70E,Coast
201404102058,-11.94,"	-75.97",16.79S,145.70E,Coast
201404102059,-11.98,"	-75.83",16.79S,145.70E,Coast
201404102059,-11.9,"	-75.87",16.79S,145.70E,Coast
201404102100,-11.94,"	-75.86",16.79S,145.70E,Coast
201404102100,-12,"	-76.01",16.79S,145.70E,Coast
201404102100,-11.95,"	-76.13",16.79S,145.70E,Coast
201404102101,-11.98,"	-76.06",16.79S,145.70E,Coast
201404102101,-11.95,"	-76.00",16.79S,145.70E,Coast
201404102102,-11.88,"	-75.89",16.79S,145.70E,Coast
201404102102,-11.85,"	-75.77",16.79S,145.70E,Coast
201404102103,-11.92,"	-75.83",16.79S,145.70E,Coast
201404102103,-11.89,"	-75.80",16.79S,145.70E,Coast
201404102103,-11.92,"	-75.98",16.79S,145.70E,Coast
201404102104,-11.99,"	-75.97",16.79S,145.70E,Coast
201404102104,-11.89,"	-75.87",16.79S,145.70E,Coast
201404102105,-11.92,"	-75.74",16.79S,145.70E,Coast
201404102105,-11.88,"	-75.82",16.79S,145.70E,Coast
201404102106,-11.89,"	-75.81",16.79S,145.70E,Coast
201404102106,-11.99,"	-76.10",16.79S,145.70E,Coast
201404102106,-11.88,"	-75.76",16.79S,145.70E,Coast
201404102107,-11.95,"	-75.79",16.79S,145.70E,Coast
201404102107,-11.95,"	-75.81",16.79S,145.70E,Coast
201404102108,-11.93,"	-75.74",16.79S,145.70E,Coast
201404102108,-11.91,"	-75.90",16.79S,145.70E,Coast
201404102109,-11.98,"	-75.92",16.79S,145.70E,Coast
201404102109,-11.95,"	-75.72",16.79S,145.70E,Coast
201404102109,-11.91,"	-75.78",16.79S,145.70E,Coast
201404102110,-11.92,"	-75.65",16.79S,145.70E,Coast
201404102110,-12,"	-75.79",16.79S,145.70E,Coast
201404102111,-11.99,"	-75.99",16.79S,145.70E,Coast
201404102111,-11.94,"	-75.98",16.79S,145.70E,Coast
201404102112,-11.94,"	-75.88",16.79S,145.70E,Coast
201404102112,-11.98,"	-75.90",16.79S,145.70E,Coast
201404102112,-11.94,"	-75.90",16.79S,145.70E,Coast
201404102113,-11.87,"	-75.86",16.79S,145.70E,Coast
201404102113,-11.88,"	-75.80",16.79S,145.70E,Coast
201404102114,-11.92,"	-75.77",16.79S,145.70E,Coast
201404102114,-11.87,"	-75.67",16.79S,145.70E,Coast
201404102115,-11.85,"	-75.69",16.79S,145.70E,Coast
201404102115,-11.83,"	-75.51",16.79S,145.70E,Coast
201404102115,-11.92,"	-75.38",16.79S,145.70E,Coast
201404102116,-11.95,"	-75.44",16.79S,145.70E,Coast
201404102116,-11.86,"	-75.39",16.79S,145.70E,Coast
201404102117,-11.81,"	-75.14",16.79S,145.70E,Coast
201404102117,-11.81,"	-75.28",16.79S,145.70E,Coast
201404102118,-11.83,"	-75.41",16.79S,145.70E,Coast
201404102118,-11.81,"	-75.33",16.79S,145.70E,Coast
201404102118,-11.84,"	-75.32",16.79S,145.70E,Coast
201404102119,-11.84,"	-75.20",16.79S,145.70E,Coast
201404102119,-11.87,"	-75.27",16.79S,145.70E,Coast
201404102120,-11.78,"	-75.12",16.79S,145.70E,Coast
201404102120,-11.75,"	-75.00",16.79S,145.70E,Coast
201404102121,-11.71,"	-74.95",16.79S,145.70E,Coast
201404102121,-11.76,"	-75.03",16.79S,145.70E,Coast
201404102121,-11.79,"	-75.03",16.79S,145.70E,Coast
201404102122,-11.78,"	-75.08",16.79S,145.70E,Coast
201404102122,-11.8,"	-74.97",16.79S,145.70E,Coast
201404102123,-11.74,"	-74.85",16.79S,145.70E,Coast
201404102123,-11.76,"	-74.95",16.79S,145.70E,Coast
201404102123,-11.91,"	-75.11",16.79S,145.70E,Coast
201404102124,-11.86,"	-75.01",16.79S,145.70E,Coast
201404102124,-11.83,"	-74.94",16.79S,145.70E,Coast
201404102125,-11.83,"	-74.92",16.79S,145.70E,Coast
201404102125,-11.82,"	-75.07",16.79S,145.70E,Coast
201404102126,-11.8,"	-75.02",16.79S,145.70E,Coast
201404102126,-11.75,"	-75.18",16.79S,145.70E,Coast
201404102126,-11.78,"	-75.17",16.79S,145.70E,Coast
201404102127,-11.81,"	-75.24",16.79S,145.70E,Coast
201404102127,-11.83,"	-75.05",16.79S,145.70E,Coast
201404102128,-11.77,"	-75.03",16.79S,145.70E,Coast
201404102128,-11.76,"	-74.99",16.79S,145.70E,Coast
201404102129,-11.8,"	-75.00",16.79S,145.70E,Coast
201404102129,-11.76,"	-74.98",16.79S,145.70E,Coast
201404102129,-11.75,"	-74.97",16.79S,145.70E,Coast
201404102130,-11.81,"	-74.84",16.79S,145.70E,Coast
201404102130,-11.86,"	-74.77",16.79S,145.70E,Coast
201404102131,-11.81,"	-74.87",16.79S,145.70E,Coast
201404102131,-11.78,"	-74.79",16.79S,145.70E,Coast
201404102132,-11.79,"	-74.66",16.79S,145.70E,Coast
201404102132,-11.76,"	-74.80",16.79S,145.70E,Coast
201404102132,-11.79,"	-74.65",16.79S,145.70E,Coast
201404102133,-11.67,"	-74.66",16.79S,145.70E,Coast
201404102133,-11.68,"	-74.65",16.79S,145.70E,Coast
201404102134,-11.74,"	-74.72",16.79S,145.70E,Coast
201404102134,-11.74,"	-74.79",16.79S,145.70E,Coast
201404102135,-11.74,"	-74.73",16.79S,145.70E,Coast
201404102135,-11.81,"	-74.57",16.79S,145.70E,Coast
201404102135,-11.8,"	-74.64",16.79S,145.70E,Coast
201404102136,-11.77,"	-74.66",16.79S,145.70E,Coast
201404102136,-11.75,"	-74.56",16.79S,145.70E,Coast
201404102137,-11.71,"	-74.50",16.79S,145.70E,Coast
201404102137,-11.68,"	-74.34",16.79S,145.70E,Coast
201404102138,-11.66,"	-74.27",16.79S,145.70E,Coast
201404102138,-11.72,"	-74.25",16.79S,145.70E,Coast
201404102138,-11.6,"	-74.34",16.79S,145.70E,Coast
201404102139,-11.7,"	-74.29",16.79S,145.70E,Coast
201404102139,-11.74,"	-74.30",16.79S,145.70E,Coast
201404102140,-11.76,"	-74.41",16.79S,145.70E,Coast
201404102140,-11.71,"	-74.51",16.79S,145.70E,Coast
201404102141,-11.77,"	-74.47",16.79S,145.70E,Coast
201404102141,-11.75,"	-74.50",16.79S,145.70E,Coast
201404102141,-11.8,"	-74.55",16.79S,145.70E,Coast
201404102142,-11.75,"	-74.46",16.79S,145.70E,Coast
201404102142,-11.72,"	-74.36",16.79S,145.70E,Coast
201404102143,-11.77,"	-74.46",16.79S,145.70E,Coast
201404102143,-11.77,"	-74.52",16.79S,145.70E,Coast
201404102144,-11.81,"	-74.58",16.79S,145.70E,Coast
201404102144,-11.75,"	-74.60",16.79S,145.70E,Coast
201404102144,-11.76,"	-74.38",16.79S,145.70E,Coast
201404102145,-11.73,"	-74.53",16.79S,145.70E,Coast
201404102145,-11.78,"	-74.52",16.79S,145.70E,Coast
201404102146,-11.8,"	-74.48",16.79S,145.70E,Coast
201404102146,-11.79,"	-74.43",16.79S,145.70E,Coast
201404102147,-11.71,"	-74.31",16.79S,145.70E,Coast
201404102147,-11.66,"	-74.26",16.79S,145.70E,Coast
201404102147,-11.76,"	-74.11",16.79S,145.70E,Coast
201404102148,-11.61,"	-74.19",16.79S,145.70E,Coast
201404102148,-11.71,"	-74.37",16.79S,145.70E,Coast
201404102149,-11.71,"	-74.39",16.79S,145.70E,Coast
201404102149,-11.75,"	-74.58",16.79S,145.70E,Coast
201404102150,-11.76,"	-74.34",16.79S,145.70E,Coast
201404102150,-11.67,"	-74.38",16.79S,145.70E,Coast
201404102150,-11.79,"	-74.41",16.79S,145.70E,Coast
201404102151,-11.79,"	-74.52",16.79S,145.70E,Coast
201404102151,-11.75,"	-74.53",16.79S,145.70E,Coast
201404102152,-11.76,"	-74.63",16.79S,145.70E,Coast
201404102152,-11.84,"	-74.44",16.79S,145.70E,Coast
201404102153,-11.73,"	-74.53",16.79S,145.70E,Coast
201404102153,-11.66,"	-74.48",16.79S,145.70E,Coast
201404102153,-11.73,"	-74.52",16.79S,145.70E,Coast
201404102154,-11.7,"	-74.60",16.79S,145.70E,Coast
201404102154,-11.73,"	-74.77",16.79S,145.70E,Coast
201404102155,-11.78,"	-74.58",16.79S,145.70E,Coast
201404102155,-11.75,"	-74.59",16.79S,145.70E,Coast
201404102156,-11.78,"	-74.44",16.79S,145.70E,Coast
201404102156,-11.79,"	-74.68",16.79S,145.70E,Coast
201404102156,-11.77,"	-74.94",16.79S,145.70E,Coast
201404102157,-11.84,"	-74.94",16.79S,145.70E,Coast
201404102157,-11.78,"	-74.85",16.79S,145.70E,Coast
201404102158,-11.82,"	-74.77",16.79S,145.70E,Coast
201404102158,-11.89,"	-74.80",16.79S,145.70E,Coast
201404102159,-11.85,"	-74.86",16.79S,145.70E,Coast
201404102159,-11.83,"	-74.70",16.79S,145.70E,Coast
201404102159,-11.83,"	-74.82",16.79S,145.70E,Coast
201404102200,-11.77,"	-74.86",16.79S,145.70E,Coast
201404102200,-11.78,"	-74.90",16.79S,145.70E,Coast
201404102201,-11.83,"	-74.84",16.79S,145.70E,Coast
201404102201,-11.78,"	-74.78",16.79S,145.70E,Coast
201404102202,-11.76,"	-74.87",16.79S,145.70E,Coast
201404102202,-11.84,"	-74.74",16.79S,145.70E,Coast
201404102202,-11.9,"	-75.01",16.79S,145.70E,Coast
201404102203,-11.85,"	-75.05",16.79S,145.70E,Coast
201404102203,-11.87,"	-75.07",16.79S,145.70E,Coast
201404102204,-11.84,"	-74.92",16.79S,145.70E,Coast
201404102204,-11.79,"	-74.79",16.79S,145.70E,Coast
201404102205,-11.82,"	-74.82",16.79S,145.70E,Coast
201404102205,-11.77,"	-74.95",16.79S,145.70E,Coast
201404102205,-11.74,"	-74.85",16.79S,145.70E,Coast
201404102206,-11.74,"	-74.88",16.79S,145.70E,Coast
201404102206,-11.82,"	-75.01",16.79S,145.70E,Coast
201404102207,-11.88,"	-74.68",16.79S,145.70E,Coast
201404102207,-11.82,"	-74.90",16.79S,145.70E,Coast
201404102207,-11.8,"	-74.48",16.79S,145.70E,Coast
201404102208,-11.77,"	-74.71",16.79S,145.70E,Coast
201404102208,-11.85,"	-74.69",16.79S,145.70E,Coast
201404102209,-11.88,"	-74.78",16.79S,145.70E,Coast
201404102209,-11.72,"	-74.73",16.79S,145.70E,Coast
201404102210,-11.73,"	-74.66",16.79S,145.70E,Coast
201404102210,-11.7,"	-74.70",16.79S,145.70E,Coast
201404102210,-11.7,"	-74.61",16.79S,145.70E,Coast
201404102211,-11.66,"	-74.46",16.79S,145.70E,Coast
201404102211,-11.68,"	-74.28",16.79S,145.70E,Coast
201404102212,-11.76,"	-74.41",16.79S,145.70E,Coast
201404102212,-11.76,"	-74.26",16.79S,145.70E,Coast
201404102213,-11.73,"	-74.49",16.79S,145.70E,Coast
201404102213,-11.76,"	-74.47",16.79S,145.70E,Coast
201404102213,-11.82,"	-74.55",16.79S,145.70E,Coast
201404102214,-11.91,"	-74.50",16.79S,145.70E,Coast
201404102214,-11.85,"	-74.50",16.79S,145.70E,Coast
201404102215,-11.81,"	-74.56",16.79S,145.70E,Coast
201404102215,-11.83,"	-74.62",16.79S,145.70E,Coast
201404102216,-11.85,"	-74.59",16.79S,145.70E,Coast
201404102216,-11.86,"	-74.68",16.79S,145.70E,Coast
201404102216,-11.77,"	-74.74",16.79S,145.70E,Coast
201404102217,-11.79,"	-74.92",16.79S,145.70E,Coast
201404102217,-11.83,"	-74.86",16.79S,145.70E,Coast
201404102218,-11.77,"	-74.87",16.79S,145.70E,Coast
201404102218,-11.82,"	-74.89",16.79S,145.70E,Coast
201404102219,-11.83,"	-75.01",16.79S,145.70E,Coast
201404102219,-11.86,"	-74.97",16.79S,145.70E,Coast
201404102219,-11.84,"	-75.16",16.79S,145.70E,Coast
201404102220,-11.83,"	-75.08",16.79S,145.70E,Coast
201404102220,-11.89,"	-75.06",16.79S,145.70E,Coast
201404102221,-11.78,"	-74.98",16.79S,145.70E,Coast
201404102221,-11.84,"	-75.12",16.79S,145.70E,Coast
201404102222,-11.85,"	-75.10",16.79S,145.70E,Coast
201404102222,-11.94,"	-75.19",16.79S,145.70E,Coast
201404102222,-11.91,"	-75.28",16.79S,145.70E,Coast
201404102223,-11.85,"	-75.09",16.79S,145.70E,Coast
201404102223,-11.93,"	-75.19",16.79S,145.70E,Coast
201404102224,-11.93,"	-75.39",16.79S,145.70E,Coast
201404102224,-11.91,"	-75.33",16.79S,145.70E,Coast
201404102225,-11.96,"	-75.31",16.79S,145.70E,Coast
201404102225,-11.96,"	-75.56",16.79S,145.70E,Coast
201404102225,-11.97,"	-75.40",16.79S,145.70E,Coast
201404102226,-11.99,"	-75.21",16.79S,145.70E,Coast
201404102226,-11.92,"	-75.42",16.79S,145.70E,Coast
201404102227,-11.95,"	-75.34",16.79S,145.70E,Coast
